violation_id,caid,unit_id,issue_date,violation_category,cure_deadline,fine_amount,status,resolution_date
VL-P83XPJ5TIZ9O,CA-NV-00000177,U-PQ5KAULWVNEY,2025-06-11,PET,2025-07-11,50.3,CURED,2025-07-09
VL-NA8D025OXF3A,CA-NV-00000177,U-JGM55O552SSO,2024-01-04,PARKING,2024-02-03,114.82,DISMISSED,2024-01-29
VL-01C7YIKXQZE5,CA-NV-00000177,U-RI9D9ZSDVFQ0,2024-12-02,LANDSCAPING,2025-01-01,39.17,CURED,2025-01-22
VL-2NG97KXKJ3NO,CA-CO-00000178,U-G7RK62XPF61C,2024-04-27,LANDSCAPING,2024-05-27,175.11,OPEN,
VL-L2W2PU211ZSX,CA-CO-00000178,U-DV7RJF2PDLE7,2025-02-02,ARCHITECTURAL,2025-03-04,45.32,OPEN,
VL-V84O86I9JBDK,CA-CO-00000178,U-3ED5BK154A09,2024-04-08,PET,2024-05-08,134.23,ESCALATED,
VL-6IYVL3MXRSR3,CA-CO-00000178,U-DV7RJF2PDLE7,2024-09-19,NOISE,2024-10-19,122.21,CURED,2024-10-19
VL-NCMI2DPZX7HK,CA-CO-00000178,U-9F6CTY5GZ7Q7,2024-02-03,PET,2024-03-04,127.43,DISMISSED,2024-02-26
VL-53DUKC3GT50V,CA-CO-00000178,U-Q4UD86D04J8D,2025-05-08,TRASH,2025-06-07,90.79,HEARING_SCHEDULED,
VL-2E4SAVZ012MV,CA-CO-00000178,U-X0UVTBNKJMF9,2024-06-22,NOISE,2024-07-22,943.23,CURED,2024-08-16
VL-LLYW8F496VSQ,CA-CO-00000178,U-SEWSBCYTJIO0,2025-04-26,PARKING,2025-05-26,52.92,CURED,2025-06-14
VL-6J2I2UFD9YJJ,CA-CO-00000178,U-6I3J26PRLI1V,2024-07-13,PARKING,2024-08-12,164.19,CURED,2024-08-29
VL-DX968PVSSW6T,CA-CO-00000178,U-OOXN0U06U0DY,2024-03-14,PARKING,2024-04-13,147.18,CURED,2024-03-30
VL-FUMHLIR4ONIP,CA-CO-00000178,U-49M0VNH05O7N,2024-02-16,NOISE,2024-03-17,155.21,CURED,2024-03-06
VL-R23CILC3A5NP,CA-CO-00000178,U-073BOTTUGLMN,2024-10-09,PARKING,2024-11-08,121.51,DISMISSED,2024-11-16
VL-VOKHJWYCO1MJ,CA-CO-00000178,U-OFQSTEVLA4TV,2025-01-28,LANDSCAPING,2025-02-27,41.21,CURED,2025-02-07
VL-DM7HHAV88P8T,CA-CO-00000178,U-073BOTTUGLMN,2024-05-05,ARCHITECTURAL,2024-06-04,52.25,DISMISSED,2024-06-09
VL-GJ0ZD8DWME9K,CA-CO-00000178,U-AE6OIWBRUBHP,2024-09-09,ARCHITECTURAL,2024-10-09,268.07,HEARING_SCHEDULED,
VL-NKB5HITXOG5B,CA-CO-00000178,U-FQV7CW04WUZO,2024-09-21,OTHER,2024-10-21,140.89,DISMISSED,2024-11-06
VL-Q71JSWQLYED7,CA-CO-00000178,U-G7RK62XPF61C,2025-04-25,LANDSCAPING,2025-05-25,150.24,CURED,2025-06-09
VL-5SJTMNUBUB6F,CA-CO-00000178,U-P7CCL9KQQB16,2025-01-20,PET,2025-02-19,165.68,CURED,2025-03-05
VL-5QZHHCXR98WS,CA-CO-00000178,U-3ED5BK154A09,2024-05-06,PARKING,2024-06-05,118.84,DISMISSED,2024-05-18
VL-XGU55EAXHDFX,CA-CO-00000178,U-S20KMB242J4D,2024-05-13,ARCHITECTURAL,2024-06-12,14.29,DISMISSED,2024-06-03
VL-ONZ7E09P61LI,CA-CO-00000178,U-DAKRHL2NG9HB,2025-05-02,ARCHITECTURAL,2025-06-01,100.28,CURED,2025-06-10
VL-RUPK5HGOL5AP,CA-CO-00000178,U-4MUMOJEMH7X3,2025-01-06,ARCHITECTURAL,2025-02-05,63.42,OPEN,
VL-VTZE22KZYNFZ,CA-CO-00000178,U-6I3J26PRLI1V,2024-09-30,PARKING,2024-10-30,50.45,HEARING_SCHEDULED,
VL-G3ZL9PM29GDG,CA-CO-00000178,U-49M0VNH05O7N,2024-09-30,TRASH,2024-10-30,49.12,ESCALATED,
VL-V9TT6MPSITO0,CA-CO-00000178,U-ORL9XU1GGQUS,2024-01-28,LANDSCAPING,2024-02-27,217.57,DISMISSED,2024-03-14
VL-LQOIFO8LEDT9,CA-CO-00000178,U-AE6OIWBRUBHP,2025-01-08,ARCHITECTURAL,2025-02-07,116.58,DISMISSED,2025-01-26
VL-29L3R2W6ZX1H,CA-CO-00000178,U-5CHZYIJMU5ON,2024-08-14,TRASH,2024-09-13,75.55,DISMISSED,2024-09-03
VL-BO117C1M1FKX,CA-CO-00000178,U-L6IJWZC0R5QM,2025-04-18,PARKING,2025-05-18,86.59,DISMISSED,2025-06-09
VL-D8502BDTAN6H,CA-CO-00000178,U-5KABKQ3WF5Z0,2024-03-17,ARCHITECTURAL,2024-04-16,41.07,CURED,2024-05-04
VL-SN35B07UOBOK,CA-NY-00000179,U-X182WBP7N8IL,2024-08-16,ARCHITECTURAL,2024-09-15,100.22,HEARING_SCHEDULED,
VL-PW531Y5LDW38,CA-NY-00000179,U-1J0RYY4GI5IA,2024-02-15,PARKING,2024-03-16,189.67,HEARING_SCHEDULED,
VL-D1AUNJWHL4RK,CA-NY-00000179,U-6RJT5MCY28N3,2025-06-10,LANDSCAPING,2025-07-10,89.18,HEARING_SCHEDULED,
VL-8NOY0OWF7J8V,CA-NY-00000179,U-XYSMT71SZYVK,2024-05-20,OTHER,2024-06-19,49.88,CURED,2024-06-07
VL-ER8F2G9VGDZO,CA-NY-00000179,U-39T61GGYNDAR,2024-06-25,LANDSCAPING,2024-07-25,90.88,CURED,2024-08-09
VL-HJUA6HS523BT,CA-CA-00000180,U-9MPDFI0F2CGA,2025-01-27,ARCHITECTURAL,2025-02-26,91.04,CURED,2025-02-28
VL-02N6B6FF781E,CA-CA-00000180,U-N3LEYHI6NKZX,2024-11-16,ARCHITECTURAL,2024-12-16,57.69,ESCALATED,
VL-XGXY71XWOF3J,CA-CA-00000180,U-UR5OVBFBWGRY,2025-02-10,LANDSCAPING,2025-03-12,173.33,CURED,2025-03-21
VL-R8PJ65NF1CGV,CA-CA-00000180,U-4LM7CU51DWZZ,2024-10-23,OTHER,2024-11-22,97.0,FINED,
VL-NLYWGF234UKO,CA-CA-00000180,U-OWALQEALAL2S,2025-04-15,PARKING,2025-05-15,79.53,DISMISSED,2025-04-28
VL-P792O77N9ONW,CA-CA-00000180,U-HLU2X3V1D0UU,2024-12-12,PARKING,2025-01-11,1256.67,ESCALATED,
VL-4WK8ATGICKRV,CA-CA-00000180,U-GQEMYS363V2B,2025-04-12,PET,2025-05-12,47.19,CURED,2025-06-02
VL-ION6PREJD8LA,CA-CA-00000180,U-1G355CDJ9M14,2024-05-29,TRASH,2024-06-28,45.0,CURED,2024-07-09
VL-BAKHTH5WADG6,CA-CA-00000180,U-WX570XZE5T0J,2024-02-07,PARKING,2024-03-08,53.51,HEARING_SCHEDULED,
VL-IADMR20M0D7W,CA-GA-00000181,U-ZUGX2STYO2US,2024-04-09,ARCHITECTURAL,2024-05-09,47.91,FINED,
VL-PSIGQZHBSQTY,CA-GA-00000181,U-HWAHYA3OP2R4,2024-12-04,PARKING,2025-01-03,127.0,FINED,
VL-L3Q1Z6HHGO2G,CA-GA-00000181,U-L1PGI8PRN0PD,2025-03-11,OTHER,2025-04-10,73.71,OPEN,
VL-HBAOJ91RE73C,CA-GA-00000181,U-HYW6KVC6ME1M,2025-06-23,NOISE,2025-07-23,209.1,DISMISSED,2025-08-16
VL-2NSIPTE5JWWV,CA-GA-00000181,U-5ADYZ8FZ8G24,2025-05-20,PARKING,2025-06-19,66.97,ESCALATED,
VL-O2737XKOOBIL,CA-GA-00000181,U-HGM1K675G01O,2025-03-24,ARCHITECTURAL,2025-04-23,86.51,CURED,2025-05-05
VL-MEVZX6GGNW2N,CA-GA-00000181,U-WGWNRIUYVP32,2024-09-30,LANDSCAPING,2024-10-30,127.23,CURED,2024-11-28
VL-4W9P2MV77PD3,CA-GA-00000181,U-ZCOL1WAODXOA,2025-02-15,PARKING,2025-03-17,107.19,DISMISSED,2025-03-27
VL-81KXX96DATG4,CA-GA-00000181,U-O4HGI3CT4Z20,2024-08-20,NOISE,2024-09-19,158.64,CURED,2024-09-10
VL-KQ0KCLR9HL9H,CA-MA-00000182,U-MNVP7HW3XS4K,2024-05-28,NOISE,2024-06-27,78.76,HEARING_SCHEDULED,
VL-XRITRVH2VL6G,CA-MA-00000182,U-FJ80WN5BPL0O,2024-07-14,ARCHITECTURAL,2024-08-13,65.42,FINED,
VL-M32TLL42ELGN,CA-MA-00000182,U-HSMWOHW8VEY5,2024-10-02,PARKING,2024-11-01,113.04,CURED,2024-11-24
VL-YUGJW8W7M3LK,CA-VA-00000183,U-2MZVWJGPCH5A,2024-07-15,LANDSCAPING,2024-08-14,150.67,DISMISSED,2024-09-12
VL-NKJKQK1OF4S8,CA-VA-00000183,U-KGSAIQOS1R7D,2024-06-26,ARCHITECTURAL,2024-07-26,453.59,CURED,2024-07-18
VL-EGVDREC5B68C,CA-VA-00000183,U-T5LHJPB2T0UG,2024-05-21,NOISE,2024-06-20,155.79,CURED,2024-06-01
VL-VRX6MCV8EG0J,CA-TX-00000184,U-PCUQ8G8QHT9N,2024-12-10,PARKING,2025-01-09,40.57,CURED,2025-02-08
VL-131DAWW05X0F,CA-TX-00000184,U-CLEH92ISCYQA,2025-02-16,LANDSCAPING,2025-03-18,197.16,DISMISSED,2025-04-06
VL-VO1ZGVX0TJ32,CA-TX-00000184,U-FG6O5IN4ZYFE,2025-05-18,PARKING,2025-06-17,58.48,FINED,
VL-WEUL8906J7VG,CA-TX-00000184,U-MZBG1R9R7HFD,2024-03-24,ARCHITECTURAL,2024-04-23,218.29,HEARING_SCHEDULED,
VL-9WABEZU2A2V9,CA-TX-00000184,U-G179X3NMZDEM,2025-04-21,LANDSCAPING,2025-05-21,61.13,CURED,2025-05-04
VL-5BNZQKH54V45,CA-TX-00000184,U-SDMSPHHA1ZII,2024-04-09,LANDSCAPING,2024-05-09,248.4,CURED,2024-05-08
VL-8XDRMY0MS75J,CA-TX-00000184,U-GR0DVQ5RALMW,2024-09-04,OTHER,2024-10-04,127.89,CURED,2024-09-25
VL-NCDCGO8HJDXT,CA-TX-00000184,U-MZBG1R9R7HFD,2024-03-15,PET,2024-04-14,127.51,DISMISSED,2024-04-23
VL-C97JHYD4FB00,CA-TX-00000184,U-3ZE5S14MN7F4,2024-03-16,OTHER,2024-04-15,104.88,FINED,
VL-XQY7CQMFI9C1,CA-CA-00000185,U-86QD5AGILH3T,2024-11-03,TRASH,2024-12-03,9.22,DISMISSED,2024-11-25
VL-DT0V7VHATRZS,CA-CA-00000185,U-KF9RDFDLAOBX,2024-03-15,LANDSCAPING,2024-04-14,132.38,DISMISSED,2024-04-04
VL-6AHJO9KPZFJN,CA-CA-00000185,U-PY03BP85NJU1,2025-02-17,TRASH,2025-03-19,119.18,CURED,2025-03-04
VL-XTB5MRKJOZS1,CA-CA-00000185,U-HIZGGP2YRFC1,2024-06-21,NOISE,2024-07-21,71.15,FINED,
VL-GVWBQQ5CMBRK,CA-CA-00000185,U-LBQ45AD1YED0,2025-06-09,ARCHITECTURAL,2025-07-09,392.99,CURED,2025-06-20
VL-ESONK4K1EFA5,CA-CA-00000185,U-0BVD76E2Y0EU,2024-01-17,PET,2024-02-16,243.16,CURED,2024-03-13
VL-QECDV6FJIBRD,CA-CA-00000185,U-M52INGIGD63G,2025-02-26,LANDSCAPING,2025-03-28,373.41,DISMISSED,2025-04-20
VL-90GYZVINTKEK,CA-CA-00000185,U-OXTP2NFFMQFE,2024-10-23,NOISE,2024-11-22,51.86,CURED,2024-11-13
VL-BS2ZOQBYKYVS,CA-CA-00000185,U-B04V6U4VUNGT,2024-05-27,PARKING,2024-06-26,100.43,CURED,2024-07-23
VL-6CKPOTC2U9ZP,CA-CA-00000185,U-H8AGZLFP4UB6,2025-01-17,ARCHITECTURAL,2025-02-16,83.51,CURED,2025-03-10
VL-DLUE3RIWO616,CA-CA-00000186,U-C5XZXZ4OB7AK,2025-03-25,ARCHITECTURAL,2025-04-24,51.72,ESCALATED,
VL-ULH6ZZC0ALEA,CA-CA-00000186,U-BNVFOLP62IO1,2025-01-20,LANDSCAPING,2025-02-19,41.02,ESCALATED,
VL-A7WWZ7LNXO3I,CA-CA-00000186,U-EJGBIS8S2QML,2025-01-16,PARKING,2025-02-15,36.52,CURED,2025-02-05
VL-UHDCOEUBOU0R,CA-CA-00000186,U-UW8LZ1D23872,2025-02-15,LANDSCAPING,2025-03-17,71.77,DISMISSED,2025-03-17
VL-2FZ8CZJX8QDY,CA-CA-00000186,U-TS0DCF1EH1FP,2025-01-19,PET,2025-02-18,68.25,CURED,2025-03-12
VL-IL04C0EWV1BH,CA-CA-00000186,U-WK5P6OP1EUF4,2025-04-03,ARCHITECTURAL,2025-05-03,126.52,DISMISSED,2025-04-17
VL-D2KD8DLEQPJT,CA-CA-00000186,U-ZONBE7NR569E,2024-05-14,LANDSCAPING,2024-06-13,55.11,OPEN,
VL-QPY38EE5VO6N,CA-CA-00000186,U-UW8LZ1D23872,2025-01-18,OTHER,2025-02-17,80.0,ESCALATED,
VL-WH3EEV9J3RHX,CA-CA-00000186,U-2H5Z9WAHJNZU,2024-12-13,ARCHITECTURAL,2025-01-12,217.01,CURED,2025-01-17
VL-1QQUVFA2O8X7,CA-CA-00000187,U-TFBN2OTMNQ8K,2024-05-05,OTHER,2024-06-04,63.52,DISMISSED,2024-06-11
VL-E9XDYAYT8P8Y,CA-CA-00000187,U-1AD511NCFEVK,2024-04-20,LANDSCAPING,2024-05-20,359.02,OPEN,
VL-9A60DLTTBILJ,CA-CA-00000187,U-6WYTWDVHA64B,2025-05-31,LANDSCAPING,2025-06-30,227.09,CURED,2025-06-20
VL-B1V4TJPYLUWY,CA-CA-00000187,U-CH9UZE3SYDUK,2025-04-15,LANDSCAPING,2025-05-15,109.57,HEARING_SCHEDULED,
VL-N7VC0MD46U38,CA-CA-00000187,U-YZM61L8Z58B7,2024-10-05,OTHER,2024-11-04,156.88,CURED,2024-11-14
VL-F0C56RMX7M99,CA-CA-00000187,U-2ZZM58OQKXXK,2025-01-02,OTHER,2025-02-01,66.13,ESCALATED,
VL-1812L2XY05OA,CA-CA-00000187,U-91ZUMI7R3Y54,2025-02-11,LANDSCAPING,2025-03-13,96.74,DISMISSED,2025-03-29
VL-T2QL73SUFY2X,CA-CA-00000187,U-CH9UZE3SYDUK,2025-04-10,LANDSCAPING,2025-05-10,126.59,OPEN,
VL-X2IEVYHCV0DN,CA-CA-00000187,U-Z6ZDKCZHLM2L,2024-04-25,LANDSCAPING,2024-05-25,75.74,OPEN,
VL-KXEMSRMA0N5L,CA-CA-00000187,U-ECNHNHNVGKHO,2024-05-07,NOISE,2024-06-06,117.17,DISMISSED,2024-06-23
VL-NKA86GLAU1DD,CA-CA-00000187,U-7VDC2R5D24ZZ,2024-06-04,ARCHITECTURAL,2024-07-04,200.21,FINED,
VL-AU0FGMDM65RV,CA-CA-00000187,U-QL08T3R7OG7R,2024-10-28,LANDSCAPING,2024-11-27,227.74,OPEN,
VL-SP4CANJZXGIU,CA-CA-00000187,U-KHZPGV4KSTU2,2024-08-19,PET,2024-09-18,164.9,CURED,2024-10-11
VL-WUPK0B605QHJ,CA-CA-00000187,U-IB47UPWEXZ02,2024-08-09,ARCHITECTURAL,2024-09-08,33.8,DISMISSED,2024-09-05
VL-JWBE5CUAK8S5,CA-CA-00000187,U-5FL8E3MCTVSP,2024-10-15,ARCHITECTURAL,2024-11-14,175.43,ESCALATED,
VL-BR35H1EP2ZJ4,CA-CA-00000187,U-EY6A19YEFMMI,2024-09-15,ARCHITECTURAL,2024-10-15,318.85,DISMISSED,2024-11-01
VL-M4497CRHRJ78,CA-CA-00000188,U-GZ4TYXPV5GXW,2024-02-29,ARCHITECTURAL,2024-03-30,77.46,CURED,2024-04-16
VL-1DKWEK8X54Z9,CA-CA-00000188,U-CFY6TV6MZAUP,2024-01-19,LANDSCAPING,2024-02-18,113.08,ESCALATED,
VL-OUOGWDKSCZ15,CA-CA-00000188,U-EB8WZWW06VJI,2024-05-21,PET,2024-06-20,118.78,HEARING_SCHEDULED,
VL-4LWC5E7HXVQ2,CA-CA-00000188,U-AVZCTA946W82,2025-01-05,LANDSCAPING,2025-02-04,87.46,CURED,2025-02-26
VL-JHX94IQYG6K5,CA-CA-00000188,U-2OIYJ5ZFM4NJ,2025-02-09,LANDSCAPING,2025-03-11,116.27,DISMISSED,2025-04-03
VL-B0RJAKQQS1KJ,CA-CA-00000188,U-KEUNIZL7K7SX,2024-08-06,TRASH,2024-09-05,119.55,CURED,2024-09-16
VL-G7NP5ZVMTX2E,CA-CA-00000188,U-7PI96XE75KWV,2025-06-14,OTHER,2025-07-14,53.74,OPEN,
VL-NKV688P84IKG,CA-CA-00000188,U-1V03SDZ3559T,2025-02-11,PET,2025-03-13,134.17,CURED,2025-04-07
VL-M9AELAB4DAAA,CA-CA-00000188,U-2OIYJ5ZFM4NJ,2025-01-23,ARCHITECTURAL,2025-02-22,232.95,CURED,2025-03-20
VL-5CERD9TML0QH,CA-CA-00000188,U-LSURJ58A4IQZ,2025-05-18,TRASH,2025-06-17,58.84,CURED,2025-06-12
VL-2UNYNRDRWO4E,CA-CA-00000188,U-KEUNIZL7K7SX,2024-12-17,PARKING,2025-01-16,181.21,CURED,2025-02-05
VL-F7DH97LC3C69,CA-TX-00000189,U-DEKG0Z5XN53V,2024-10-21,PARKING,2024-11-20,88.2,HEARING_SCHEDULED,
VL-OK1SJWRDP6KW,CA-TX-00000189,U-CI48QGPT21CK,2025-01-23,PET,2025-02-22,221.85,CURED,2025-02-12
VL-RZC66O0O0HT9,CA-TX-00000189,U-I7WAKXLT2I0H,2025-03-20,NOISE,2025-04-19,52.53,HEARING_SCHEDULED,
VL-JVPJJTDNHM2T,CA-TX-00000189,U-QYYL9OMNL646,2025-03-11,PET,2025-04-10,56.82,CURED,2025-04-21
VL-UQDZ3MG5Q4UP,CA-TX-00000189,U-POAKYPHFV2MM,2024-06-22,ARCHITECTURAL,2024-07-22,53.21,DISMISSED,2024-07-02
VL-LO8PHTEA2TZR,CA-TX-00000189,U-QYYL9OMNL646,2025-01-19,PARKING,2025-02-18,45.9,HEARING_SCHEDULED,
VL-MU83I11QI23F,CA-FL-00000190,U-1V1ZSVCQE1C6,2024-11-28,PET,2024-12-28,211.08,CURED,2024-12-23
VL-OQRSFGZ649NY,CA-FL-00000190,U-QB1G8F0DWABA,2024-11-20,LANDSCAPING,2024-12-20,226.66,DISMISSED,2025-01-12
VL-2YT7CFX7DTMK,CA-WA-00000191,U-4O64SSB7883B,2024-10-25,ARCHITECTURAL,2024-11-24,440.16,HEARING_SCHEDULED,
VL-MPDGOOOBLJCU,CA-WA-00000191,U-XWJKGTWSNPP9,2025-03-26,PARKING,2025-04-25,351.77,OPEN,
VL-SO0IL30591H8,CA-WA-00000191,U-4O64SSB7883B,2024-01-30,NOISE,2024-02-29,201.39,OPEN,
VL-JK4QCJNUK8L1,CA-WA-00000191,U-8G99DDIJHXA3,2024-06-19,TRASH,2024-07-19,37.33,FINED,
VL-ON1WHGQUML3R,CA-WA-00000191,U-YTFSOIA2387F,2024-10-30,TRASH,2024-11-29,26.39,DISMISSED,2024-11-17
VL-EAVCEHULJGU0,CA-CA-00000192,U-HF3VBARV7UC7,2025-06-15,TRASH,2025-07-15,317.89,DISMISSED,2025-07-16
VL-TYNT193M0F75,CA-CA-00000192,U-HF3VBARV7UC7,2024-12-07,PARKING,2025-01-06,123.52,CURED,2024-12-17
VL-PZS89UVA8C34,CA-CA-00000192,U-HF3VBARV7UC7,2024-12-20,NOISE,2025-01-19,25.34,CURED,2025-01-07
VL-TRQJ1SZ8BVAZ,CA-CA-00000192,U-2O8WZ84F358D,2024-09-03,PET,2024-10-03,87.85,DISMISSED,2024-10-04
VL-BGBK2FKI8JWT,CA-CA-00000192,U-SBPY3KOISQ7A,2024-12-16,LANDSCAPING,2025-01-15,237.66,DISMISSED,2025-01-20
VL-ERIGXT6DPAKJ,CA-CA-00000192,U-SBPY3KOISQ7A,2024-05-15,NOISE,2024-06-14,73.12,CURED,2024-06-06
VL-Y8ZB5PKU3SQ2,CA-CA-00000192,U-9P1KTDPMQZVK,2025-05-20,LANDSCAPING,2025-06-19,222.31,OPEN,
VL-TAP4WSHJPJSR,CA-CA-00000192,U-ZTBYQ168TGHY,2024-07-28,NOISE,2024-08-27,130.59,CURED,2024-08-18
VL-7LKWL63P9NZK,CA-CA-00000192,U-NGVKZ8MWIOLV,2024-07-10,NOISE,2024-08-09,117.99,CURED,2024-08-19
VL-JUHCRHZ8SJ14,CA-CA-00000192,U-FJ5PALBD67GF,2024-03-12,PET,2024-04-11,179.12,CURED,2024-03-30
VL-SD3WZ4JQ80JX,CA-CA-00000192,U-2T3X6AS8K7DY,2025-06-13,NOISE,2025-07-13,113.73,DISMISSED,2025-07-19
VL-04QVE71E7VAR,CA-CA-00000192,U-71VW2A76873Y,2024-03-20,PARKING,2024-04-19,31.13,CURED,2024-05-17
VL-6920IN5OUCJ5,CA-CA-00000192,U-LSGMWRVPR7FJ,2024-11-29,PARKING,2024-12-29,65.98,DISMISSED,2025-01-12
VL-3V74T2JGZF50,CA-CA-00000192,U-0K6LMSP86BPJ,2025-03-20,LANDSCAPING,2025-04-19,68.37,ESCALATED,
VL-PY3GT1OC9SWQ,CA-CA-00000192,U-44UZLKDJAYK5,2025-01-22,LANDSCAPING,2025-02-21,145.66,CURED,2025-02-28
VL-01ABMRBNBG2C,CA-CA-00000192,U-909IU1JQ1UWX,2025-05-29,ARCHITECTURAL,2025-06-28,80.78,DISMISSED,2025-07-08
VL-JENZ9ITLMA0C,CA-CA-00000192,U-X8OSUTUG4K85,2024-09-09,OTHER,2024-10-09,14.36,CURED,2024-09-27
VL-WXJY0TSPR33Q,CA-CA-00000192,U-BPBYW08NNKAX,2024-12-10,PARKING,2025-01-09,135.65,DISMISSED,2024-12-27
VL-A4IDZLEO27U2,CA-CA-00000192,U-6ZF9JAUXH3A5,2024-11-13,TRASH,2024-12-13,98.96,HEARING_SCHEDULED,
VL-4LD5FS1IKAHT,CA-CA-00000192,U-909IU1JQ1UWX,2024-04-14,TRASH,2024-05-14,127.72,DISMISSED,2024-06-11
VL-7J26FI3XE4OX,CA-CA-00000192,U-A4AR4UOBCP75,2024-01-09,LANDSCAPING,2024-02-08,92.32,FINED,
VL-RIB3G09AO090,CA-CA-00000192,U-1KTR2QZISNEF,2025-01-29,LANDSCAPING,2025-02-28,83.12,CURED,2025-02-09
VL-TY2SNMKZ0GI6,CA-CA-00000192,U-SDVU01E5YGD6,2025-03-26,PARKING,2025-04-25,46.82,CURED,2025-04-20
VL-E96176IDWQ12,CA-CA-00000192,U-DZZMCOK4RTSH,2024-01-07,PARKING,2024-02-06,225.82,CURED,2024-02-03
VL-8AY3ICZIJSYU,CA-CA-00000192,U-933LHB44LR45,2024-06-11,PARKING,2024-07-11,132.9,CURED,2024-07-15
VL-EXPSO7CXOOOK,CA-CA-00000192,U-K7F8EGB451J5,2024-05-27,LANDSCAPING,2024-06-26,66.81,OPEN,
VL-8KDX3U58ZYBT,CA-CA-00000192,U-HF3VBARV7UC7,2024-02-05,ARCHITECTURAL,2024-03-06,141.69,CURED,2024-03-08
VL-PN6NKVVGKWA5,CA-CA-00000192,U-FJ5PALBD67GF,2025-02-14,OTHER,2025-03-16,79.78,CURED,2025-03-30
VL-CYJ99PFKMWJ7,CA-CA-00000192,U-DZZMCOK4RTSH,2025-06-15,ARCHITECTURAL,2025-07-15,262.76,DISMISSED,2025-08-09
VL-GUB47DMDPH6O,CA-CA-00000193,U-YXW42Z6BGZMH,2024-07-24,PET,2024-08-23,82.98,CURED,2024-09-09
VL-6Y5GKS3HRO3N,CA-CA-00000193,U-4Q8J0LEFITX0,2025-05-20,TRASH,2025-06-19,111.87,OPEN,
VL-NVL4HWMR7EJ4,CA-CA-00000193,U-6AIM3PSR0MAM,2025-02-13,ARCHITECTURAL,2025-03-15,216.74,CURED,2025-03-12
VL-Z7VHD5JVIQ7K,CA-CA-00000193,U-AMD7YICY6OS5,2024-11-30,TRASH,2024-12-30,157.96,CURED,2025-01-29
VL-53VTNQW1CBE3,CA-CA-00000193,U-35AHK2YSKQ1P,2024-04-21,PARKING,2024-05-21,79.37,CURED,2024-06-17
VL-ZJXDR9T3CIFK,CA-CA-00000193,U-RV3YCLAKY4DI,2024-01-10,PARKING,2024-02-09,55.02,ESCALATED,
VL-H34C0R0EDRUD,CA-CA-00000193,U-0UVG7KEMBP1Q,2024-09-26,LANDSCAPING,2024-10-26,68.17,DISMISSED,2024-10-21
VL-4WCUYSSC4QN7,CA-CA-00000193,U-7UMWPHORCGLU,2024-04-27,NOISE,2024-05-27,95.25,CURED,2024-06-24
VL-4IE5IF4KTKJL,CA-CA-00000193,U-G29AY89VAFRM,2025-01-02,TRASH,2025-02-01,209.6,CURED,2025-01-21
VL-UZNHBAWB6IRE,CA-CA-00000193,U-H88HOR7E19IS,2024-12-05,LANDSCAPING,2025-01-04,51.98,DISMISSED,2024-12-15
VL-GZS179FSJQ4K,CA-CA-00000193,U-T8PMETLYYWK2,2025-04-27,PARKING,2025-05-27,25.58,ESCALATED,
VL-DJYPNB5F586U,CA-CA-00000193,U-1NWKGPGVSSBI,2024-07-04,LANDSCAPING,2024-08-03,72.92,DISMISSED,2024-07-25
VL-H2J1IN4Z95XY,CA-CA-00000193,U-35AHK2YSKQ1P,2024-01-01,LANDSCAPING,2024-01-31,57.82,CURED,2024-02-23
VL-HYU0KKC9OM0G,CA-IL-00000194,U-O118RB3ZYQ5N,2024-05-23,ARCHITECTURAL,2024-06-22,101.14,CURED,2024-06-13
VL-GVPO876JL6DU,CA-IL-00000194,U-Q46S2MKZPMIN,2024-12-21,PET,2025-01-20,90.61,CURED,2025-01-06
VL-33S11D8A8JYH,CA-AZ-00000195,U-7L3AEML39COA,2025-06-19,ARCHITECTURAL,2025-07-19,173.76,CURED,2025-07-06
VL-UY67J1X28HGD,CA-AZ-00000195,U-A74QSPI0GUMI,2024-12-28,ARCHITECTURAL,2025-01-27,162.44,CURED,2025-01-26
VL-V5RVVBX6KEEE,CA-AZ-00000195,U-KERFGVG8FGS9,2024-04-13,NOISE,2024-05-13,78.54,CURED,2024-05-23
VL-JJIJNOIAO1X3,CA-AZ-00000195,U-VVBN3YXZQO68,2025-01-12,PARKING,2025-02-11,32.79,CURED,2025-01-26
VL-NY3AIEM3NAVB,CA-AZ-00000195,U-LK3NIA2N5U5N,2024-01-26,PARKING,2024-02-25,40.3,HEARING_SCHEDULED,
VL-1TBKK5O5LBU7,CA-AZ-00000195,U-7L3AEML39COA,2024-03-26,LANDSCAPING,2024-04-25,275.66,ESCALATED,
VL-1KA3IF7S4VWU,CA-AZ-00000195,U-8EK47UNMMYVJ,2025-06-19,ARCHITECTURAL,2025-07-19,78.83,CURED,2025-08-17
VL-4V7HCQQ4Q7RF,CA-AZ-00000195,U-8OED4QWCFQ0M,2024-09-21,PARKING,2024-10-21,99.97,CURED,2024-10-15
VL-U9UAV7V3EF4Z,CA-AZ-00000195,U-KERFGVG8FGS9,2025-04-07,LANDSCAPING,2025-05-07,429.33,DISMISSED,2025-04-17
VL-VF4H6HB555T2,CA-AZ-00000195,U-LK3NIA2N5U5N,2024-07-01,NOISE,2024-07-31,174.43,CURED,2024-08-21
VL-SMWSEG5UVN5H,CA-AZ-00000195,U-BL647YIM138A,2024-07-13,NOISE,2024-08-12,138.97,DISMISSED,2024-07-24
