work_order_id,caid,unit_id,created_date,category,priority,status,estimated_cost,actual_cost,completion_date,deferred_days
WO-OF5Y35RMSU3C,CA-GA-00000201,,2024-06-22,LANDSCAPING,HIGH,COMPLETED,4882.67,8990.48,2024-06-30,8
WO-WMF6B48EA8IH,CA-GA-00000201,,2024-06-07,LANDSCAPING,MEDIUM,COMPLETED,10054.31,3724.13,2024-06-11,4
WO-143P57FVL0MF,CA-GA-00000201,,2024-07-18,GENERAL,LOW,COMPLETED,9002.63,819.45,2024-07-19,1
WO-QAG3CMOOCOHJ,CA-GA-00000201,,2024-07-19,GENERAL,LOW,DEFERRED,14027.65,,,163
WO-ISQ0362U3L03,CA-GA-00000201,,2024-08-16,LANDSCAPING,HIGH,COMPLETED,5376.67,4237.41,2024-09-06,21
WO-AW61AU29EGU9,CA-GA-00000201,,2024-08-07,LANDSCAPING,LOW,DEFERRED,13024.22,,,5
WO-UR5G57W4MFC4,CA-GA-00000201,,2024-08-01,LANDSCAPING,MEDIUM,COMPLETED,1253.62,6284.66,2024-08-22,21
WO-O6DCRFVBY0SJ,CA-GA-00000201,,2024-09-09,ELECTRICAL,HIGH,OPEN,5990.93,,,116
WO-JL1GZPVMOE4X,CA-GA-00000201,,2024-10-19,HVAC,MEDIUM,COMPLETED,6376.04,10769.24,2024-10-22,3
WO-VU9RLBRW7127,CA-GA-00000201,,2024-10-17,LANDSCAPING,HIGH,DEFERRED,4752.92,,,24
WO-ELFQA72WIJUA,CA-GA-00000201,,2024-10-19,PLUMBING,HIGH,COMPLETED,5826.67,1818.87,2024-10-21,2
WO-235GKZAPX2XH,CA-GA-00000201,,2024-11-23,ELECTRICAL,MEDIUM,OPEN,2284.22,,,11
WO-7SHDECH8MTNY,CA-GA-00000201,,2024-12-26,ROOFING,MEDIUM,OPEN,2990.59,,,320
WO-DSRYK450XXRN,CA-GA-00000201,,2024-12-15,GENERAL,MEDIUM,DEFERRED,13390.29,,,103
WO-HH8H9DXTUSB0,CA-GA-00000201,,2025-01-10,ELEVATOR,MEDIUM,DEFERRED,4146.05,,,110
WO-XJMP8PZY5JB4,CA-GA-00000201,,2025-01-06,PLUMBING,LOW,COMPLETED,11076.8,10150.87,2025-01-21,15
WO-0YSTDSP9KQAK,CA-GA-00000201,,2025-01-22,HVAC,MEDIUM,COMPLETED,6626.99,10048.87,2025-02-08,17
WO-U6QWU19K3QRV,CA-GA-00000201,,2025-01-22,HVAC,MEDIUM,COMPLETED,13502.42,333.98,2025-01-31,9
WO-LTOEMQNIH2FV,CA-GA-00000201,,2025-01-14,ROOFING,MEDIUM,OPEN,14198.01,,,124
WO-XZR04R5Y9HOH,CA-GA-00000201,,2025-02-07,GENERAL,LOW,DEFERRED,6115.38,,,73
WO-DT6Y13DZUC46,CA-GA-00000201,,2025-02-02,ELECTRICAL,LOW,COMPLETED,11658.86,9911.94,2025-02-20,18
WO-MLF9K7DB7HFQ,CA-GA-00000201,,2025-02-20,ELECTRICAL,MEDIUM,COMPLETED,12313.42,6369.79,2025-02-23,3
WO-VLMIH24MMLMN,CA-GA-00000201,,2025-02-24,LANDSCAPING,MEDIUM,COMPLETED,4620.0,909.17,2025-03-07,11
WO-VNZXJ8L4X5HN,CA-GA-00000201,,2025-02-07,ELECTRICAL,LOW,COMPLETED,12180.71,10146.88,2025-02-14,7
WO-TS4LA5102BVM,CA-GA-00000201,,2025-03-03,HVAC,MEDIUM,COMPLETED,3588.6,1169.47,2025-03-08,5
WO-H4PB3ZX9M2M5,CA-GA-00000201,,2025-03-12,GENERAL,MEDIUM,COMPLETED,11715.98,2854.33,2025-03-31,19
WO-I9Z45VVCYD2E,CA-GA-00000201,,2025-04-16,PLUMBING,MEDIUM,COMPLETED,3945.41,5021.86,2025-04-29,13
WO-A8PNO2O2N1P7,CA-GA-00000201,,2025-04-28,HVAC,HIGH,OPEN,14174.24,,,174
WO-E0NWBRQIKSXG,CA-GA-00000201,,2025-04-19,HVAC,LOW,COMPLETED,1717.02,7928.65,2025-05-01,12
WO-7YH7CTTYRUDN,CA-GA-00000201,,2025-04-03,LANDSCAPING,MEDIUM,COMPLETED,11207.15,6234.91,2025-04-12,9
WO-MKGYOFJOS98F,CA-GA-00000201,,2025-05-10,HVAC,MEDIUM,COMPLETED,7834.54,1520.33,2025-05-23,13
WO-8ZI9RKENXTE1,CA-GA-00000201,,2025-05-22,ELECTRICAL,HIGH,COMPLETED,14327.37,5625.66,2025-06-01,10
WO-Q947X5FMSYZK,CA-GA-00000201,,2025-06-16,LANDSCAPING,MEDIUM,DEFERRED,9508.08,,,61
WO-J0UYIAPJD667,CA-CA-00000202,,2024-01-06,PLUMBING,MEDIUM,COMPLETED,6821.36,5034.58,2024-01-10,4
WO-8L1WM3MLHBBP,CA-CA-00000202,,2024-02-10,PLUMBING,MEDIUM,COMPLETED,5910.8,8108.33,2024-02-13,3
WO-4SE11ULR17IL,CA-CA-00000202,,2024-04-09,GENERAL,MEDIUM,COMPLETED,2315.32,9731.97,2024-04-27,18
WO-90VVTTKNOFBD,CA-CA-00000202,,2024-04-10,LANDSCAPING,MEDIUM,COMPLETED,6883.83,1540.41,2024-05-01,21
WO-T3FMLUMLHW53,CA-CA-00000202,,2024-08-27,LANDSCAPING,HIGH,OPEN,11050.13,,,66
WO-412CH2DH2A2C,CA-CA-00000202,,2024-08-01,PLUMBING,MEDIUM,COMPLETED,12935.73,10068.39,2024-08-10,9
WO-Q437OBHZNN78,CA-CA-00000202,,2024-08-04,STRUCTURAL,LOW,COMPLETED,3795.99,7838.27,2024-08-10,6
WO-C2JRXM1SNQ6V,CA-CA-00000202,,2024-10-06,PLUMBING,MEDIUM,COMPLETED,8103.75,5716.79,2024-10-25,19
WO-CI1B6QDS13Q8,CA-CA-00000202,,2024-11-20,HVAC,LOW,COMPLETED,498.64,8821.13,2024-11-27,7
WO-CFWGMAYVPYTY,CA-CA-00000202,,2024-12-07,GENERAL,LOW,DEFERRED,10699.64,,,106
WO-YR5O3W8CX59U,CA-CA-00000202,,2025-05-17,PLUMBING,MEDIUM,COMPLETED,14254.79,7371.59,2025-05-28,11
WO-BECPGXZDJWTK,CA-CA-00000202,,2025-05-11,ROOFING,EMERGENCY,COMPLETED,14698.6,1781.56,2025-05-18,7
WO-GN3DGIBZ6IM5,CA-CA-00000202,,2025-06-07,LANDSCAPING,MEDIUM,COMPLETED,278.99,873.99,2025-06-27,20
WO-C3UGWZSXHUIJ,CA-CA-00000202,,2025-06-23,GENERAL,HIGH,COMPLETED,3904.52,4604.53,2025-07-13,20
WO-FDVIQ9HNEM08,CA-OH-00000203,,2024-01-22,LANDSCAPING,LOW,OPEN,1078.0,,,206
WO-O4GVEHRUFZFG,CA-OH-00000203,,2024-01-22,PLUMBING,LOW,OPEN,1328.74,,,48
WO-OSKBMM8L47GN,CA-OH-00000203,,2024-01-07,ELECTRICAL,LOW,OPEN,7975.9,,,44
WO-PAKP5GWL90OW,CA-OH-00000203,,2024-01-26,PLUMBING,MEDIUM,OPEN,1247.97,,,57
WO-LTYTIFHGZKWY,CA-OH-00000203,,2024-01-12,ELEVATOR,MEDIUM,COMPLETED,8151.92,4423.93,2024-01-28,16
WO-YW1HP6IM5XIV,CA-OH-00000203,,2024-02-09,LANDSCAPING,MEDIUM,COMPLETED,10877.6,2113.63,2024-02-20,11
WO-R47JD63BC9ZF,CA-OH-00000203,,2024-02-12,LANDSCAPING,MEDIUM,OPEN,6766.15,,,45
WO-ZTUT1Q1C9VH2,CA-OH-00000203,,2024-02-04,GENERAL,MEDIUM,DEFERRED,12756.72,,,136
WO-GP5E6SR2XJN7,CA-OH-00000203,,2024-02-08,GENERAL,LOW,COMPLETED,1136.37,3958.3,2024-02-13,5
WO-5X83GVF578O9,CA-OH-00000203,,2024-02-18,HVAC,MEDIUM,COMPLETED,11464.78,5799.08,2024-03-05,16
WO-BTOYRBKFC7ZS,CA-OH-00000203,,2024-03-20,ELECTRICAL,LOW,OPEN,9723.14,,,96
WO-0ZLRVOCIOG0M,CA-OH-00000203,,2024-03-07,LANDSCAPING,MEDIUM,OPEN,8995.2,,,124
WO-98LQ6EI3AOCW,CA-OH-00000203,,2024-03-04,ROOFING,MEDIUM,COMPLETED,10214.87,5299.48,2024-03-22,18
WO-SX85X2R0COL4,CA-OH-00000203,,2024-03-24,ROOFING,LOW,OPEN,8632.05,,,74
WO-LP25LICP4HRV,CA-OH-00000203,,2024-03-08,LANDSCAPING,MEDIUM,DEFERRED,8913.17,,,25
WO-2KQIJA921QMY,CA-OH-00000203,,2024-04-03,LANDSCAPING,HIGH,DEFERRED,1715.77,,,61
WO-BP2YSSCXF1ZH,CA-OH-00000203,,2024-04-01,LANDSCAPING,HIGH,OPEN,6603.9,,,47
WO-RCDN9AJHZ86D,CA-OH-00000203,,2024-05-13,HVAC,LOW,OPEN,5701.65,,,53
WO-TRJBYULKLD7L,CA-OH-00000203,,2024-05-09,LANDSCAPING,HIGH,DEFERRED,369.38,,,431
WO-BZMW16LYK38S,CA-OH-00000203,,2024-05-12,LANDSCAPING,EMERGENCY,COMPLETED,4011.54,10954.98,2024-05-21,9
WO-7I596A25R4IW,CA-OH-00000203,,2024-05-24,STRUCTURAL,HIGH,DEFERRED,12041.58,,,18
WO-HYT5Y4QMFV02,CA-OH-00000203,,2024-05-04,HVAC,MEDIUM,COMPLETED,7992.84,6910.05,2024-05-17,13
WO-GP4AMKVAFYKV,CA-OH-00000203,,2024-06-18,ROOFING,EMERGENCY,OPEN,9000.23,,,71
WO-9FVX8BLXNX4P,CA-OH-00000203,,2024-07-14,STRUCTURAL,HIGH,OPEN,14752.78,,,70
WO-IQPX3FB095Q2,CA-OH-00000203,,2024-07-28,LANDSCAPING,MEDIUM,DEFERRED,11526.35,,,87
WO-CIET5JY2KUKQ,CA-OH-00000203,,2024-07-01,HVAC,LOW,DEFERRED,9989.08,,,152
WO-T1AAF7WZKGD1,CA-OH-00000203,,2024-07-04,ELECTRICAL,HIGH,DEFERRED,5516.03,,,16
WO-UL58Y1NKVL4M,CA-OH-00000203,,2024-08-15,LANDSCAPING,LOW,COMPLETED,7700.3,8746.69,2024-08-23,8
WO-NCLKJ5NBJ5H3,CA-OH-00000203,,2024-08-10,PLUMBING,MEDIUM,COMPLETED,1221.18,10181.7,2024-08-18,8
WO-S2YRRBMF98OD,CA-OH-00000203,,2024-08-22,ELEVATOR,MEDIUM,OPEN,10480.67,,,76
WO-D88DO55QKM5N,CA-OH-00000203,,2024-08-14,HVAC,MEDIUM,OPEN,333.55,,,101
WO-7OGO033F4DQZ,CA-OH-00000203,,2024-09-06,ELECTRICAL,MEDIUM,COMPLETED,6124.57,1124.79,2024-09-25,19
WO-4W88GAE4DG80,CA-OH-00000203,,2024-09-23,HVAC,LOW,OPEN,835.9,,,117
WO-AD7M4AF35SX0,CA-OH-00000203,,2024-09-07,GENERAL,EMERGENCY,DEFERRED,7568.37,,,52
WO-IP4RAX6PU6Z9,CA-OH-00000203,,2024-09-01,ROOFING,LOW,COMPLETED,13943.04,11212.42,2024-09-11,10
WO-QIOO6JYYPBOD,CA-OH-00000203,,2024-09-01,PLUMBING,MEDIUM,COMPLETED,11192.35,9003.27,2024-09-06,5
WO-E86S92SQRW4C,CA-OH-00000203,,2024-09-10,PLUMBING,MEDIUM,COMPLETED,12798.14,9916.46,2024-09-23,13
WO-4CLZ4768094T,CA-OH-00000203,,2024-09-19,PLUMBING,MEDIUM,COMPLETED,1915.91,7828.85,2024-09-22,3
WO-CX1UGESR1NJH,CA-OH-00000203,,2024-09-28,PLUMBING,LOW,DEFERRED,7639.01,,,26
WO-TANUGROYRMBN,CA-OH-00000203,,2024-09-12,GENERAL,HIGH,OPEN,1765.21,,,34
WO-UWD5OHNVP8BU,CA-OH-00000203,,2024-09-19,LANDSCAPING,MEDIUM,OPEN,3936.37,,,33
WO-6PZCEHPUBVB6,CA-OH-00000203,,2024-10-17,LANDSCAPING,LOW,COMPLETED,6733.96,9709.97,2024-10-22,5
WO-CNXW8MF1HS6D,CA-OH-00000203,,2024-10-26,ELECTRICAL,LOW,OPEN,11995.85,,,67
WO-JWO4W17YKI5T,CA-OH-00000203,,2024-10-08,ELECTRICAL,MEDIUM,COMPLETED,5488.83,8906.0,2024-10-13,5
WO-75D4OYZ44F6C,CA-OH-00000203,,2024-10-09,PLUMBING,HIGH,COMPLETED,9383.15,8081.89,2024-10-17,8
WO-EJ3NCW4I6QDD,CA-OH-00000203,,2024-10-19,ELECTRICAL,HIGH,DEFERRED,2453.84,,,18
WO-E1JF6MVC0K91,CA-OH-00000203,,2024-10-15,STRUCTURAL,LOW,OPEN,8356.97,,,38
WO-K8HOAMQMAS7E,CA-OH-00000203,,2024-11-07,GENERAL,MEDIUM,DEFERRED,11558.48,,,72
WO-DGRAQUE1TIJY,CA-OH-00000203,,2024-11-18,STRUCTURAL,MEDIUM,DEFERRED,10262.54,,,86
WO-FISIKW9Y1ZKH,CA-OH-00000203,,2024-11-15,GENERAL,MEDIUM,OPEN,9635.39,,,74
WO-U8J1SYNYMZ6L,CA-OH-00000203,,2024-11-03,HVAC,MEDIUM,OPEN,318.95,,,200
WO-K78UBXZ5ZNOF,CA-OH-00000203,,2024-11-05,LANDSCAPING,HIGH,COMPLETED,4033.06,5964.27,2024-11-23,18
WO-BVSVKG8A6Q4G,CA-OH-00000203,,2024-11-17,HVAC,HIGH,OPEN,10317.86,,,65
WO-BM273B389V7G,CA-OH-00000203,,2024-11-13,PLUMBING,HIGH,COMPLETED,9803.56,4542.34,2024-12-01,18
WO-KV2AXLSYQPNF,CA-OH-00000203,,2024-12-25,STRUCTURAL,MEDIUM,DEFERRED,12464.15,,,26
WO-WWNZ8F3ACZLR,CA-OH-00000203,,2024-12-16,ELECTRICAL,MEDIUM,DEFERRED,10272.1,,,66
WO-BVAMFGTC7ZNC,CA-OH-00000203,,2024-12-27,STRUCTURAL,LOW,OPEN,2996.38,,,7
WO-0LELE4WUSWEK,CA-OH-00000203,,2024-12-27,GENERAL,MEDIUM,COMPLETED,5517.53,6298.01,2025-01-11,15
WO-UC7SX827JEUP,CA-OH-00000203,,2025-01-28,PLUMBING,MEDIUM,OPEN,3186.44,,,46
WO-M4IYGX5ODXP0,CA-OH-00000203,,2025-01-18,LANDSCAPING,MEDIUM,COMPLETED,7333.42,4610.81,2025-02-08,21
WO-HY2D16QAVDUE,CA-OH-00000203,,2025-01-10,PLUMBING,LOW,COMPLETED,10982.12,3570.89,2025-01-15,5
WO-KG8XG1MIVDLU,CA-OH-00000203,,2025-01-19,ELEVATOR,EMERGENCY,COMPLETED,3354.0,7617.96,2025-01-25,6
WO-UBYWQHC8R1K0,CA-OH-00000203,,2025-01-24,ELECTRICAL,HIGH,DEFERRED,5277.02,,,18
WO-08EC94K0MV5C,CA-OH-00000203,,2025-02-01,ELECTRICAL,MEDIUM,COMPLETED,12256.06,2607.66,2025-02-17,16
WO-ME1QA45NTYUG,CA-OH-00000203,,2025-02-02,PLUMBING,MEDIUM,DEFERRED,11548.11,,,104
WO-TECXTCVLS3BB,CA-OH-00000203,,2025-02-06,LANDSCAPING,MEDIUM,COMPLETED,1143.28,11041.24,2025-02-14,8
WO-7W2ACQ27BNN3,CA-OH-00000203,,2025-03-21,GENERAL,MEDIUM,OPEN,2123.55,,,59
WO-TETPAVML46S0,CA-OH-00000203,,2025-03-06,GENERAL,HIGH,OPEN,4095.42,,,69
WO-JU66ZKO7M1GG,CA-OH-00000203,,2025-03-28,GENERAL,MEDIUM,DEFERRED,1740.42,,,58
WO-PC5BM5L84GOR,CA-OH-00000203,,2025-03-15,PLUMBING,MEDIUM,OPEN,4490.0,,,147
WO-IHYIFZI1PHB3,CA-OH-00000203,,2025-03-11,STRUCTURAL,MEDIUM,COMPLETED,12999.34,11160.41,2025-04-01,21
WO-G1AGA267JTJL,CA-OH-00000203,,2025-03-24,HVAC,LOW,OPEN,2002.28,,,60
WO-BX9M4V15H02W,CA-OH-00000203,,2025-04-03,ROOFING,MEDIUM,OPEN,14881.95,,,201
WO-89GV1YK22OOW,CA-OH-00000203,,2025-04-04,ELEVATOR,HIGH,COMPLETED,14319.34,6414.39,2025-04-18,14
WO-8ETEYKJQWN5M,CA-OH-00000203,,2025-05-21,HVAC,LOW,COMPLETED,4828.08,4850.33,2025-06-10,20
WO-LH1F68M13Y6B,CA-OH-00000203,,2025-05-08,ELEVATOR,LOW,OPEN,13136.95,,,34
WO-WIDJT6IQOI78,CA-OH-00000203,,2025-05-16,GENERAL,LOW,OPEN,9293.81,,,20
WO-D59YVBVLV8FB,CA-OH-00000203,,2025-05-14,PLUMBING,MEDIUM,DEFERRED,4156.24,,,74
WO-B05AYYB2N8D3,CA-OH-00000203,,2025-05-05,ROOFING,MEDIUM,DEFERRED,9048.76,,,49
WO-DYVRNZ929VUU,CA-OH-00000203,,2025-05-09,ELECTRICAL,MEDIUM,OPEN,4892.75,,,192
WO-FO0KCKZ8475R,CA-OH-00000203,,2025-06-07,PLUMBING,LOW,COMPLETED,11755.61,7315.87,2025-06-22,15
WO-0RGN2Z7QU4ZG,CA-OH-00000203,,2025-06-20,PLUMBING,MEDIUM,COMPLETED,1453.96,11476.62,2025-06-26,6
WO-CJMN42FGZVAU,CA-OH-00000203,,2025-06-17,LANDSCAPING,HIGH,COMPLETED,1428.48,6546.25,2025-06-25,8
WO-43DTJL2GGVV0,CA-OH-00000203,,2025-06-16,STRUCTURAL,LOW,COMPLETED,9252.89,2686.57,2025-07-03,17
WO-AP7GJ070KI6D,CA-FL-00000204,,2024-02-08,PLUMBING,LOW,OPEN,8090.53,,,114
WO-QUXIQQEZN2I7,CA-FL-00000204,,2024-03-03,ELEVATOR,MEDIUM,COMPLETED,689.91,1566.97,2024-03-11,8
WO-5OWDM4UYMPMZ,CA-FL-00000204,,2024-04-02,HVAC,MEDIUM,COMPLETED,9032.4,11342.62,2024-04-05,3
WO-8SVD1QQP9DC5,CA-FL-00000204,,2024-05-12,STRUCTURAL,MEDIUM,OPEN,7552.1,,,65
WO-5UPPITB0W9NW,CA-FL-00000204,,2024-06-19,GENERAL,LOW,COMPLETED,12513.04,4074.57,2024-06-27,8
WO-OX53NGVCQWHN,CA-FL-00000204,,2024-06-01,GENERAL,HIGH,COMPLETED,8517.15,7929.87,2024-06-11,10
WO-RBHS0QTTQFH0,CA-FL-00000204,,2024-07-14,ELECTRICAL,MEDIUM,COMPLETED,11424.62,11759.42,2024-07-20,6
WO-7TL0XC9IBNYS,CA-FL-00000204,,2024-08-18,PLUMBING,LOW,COMPLETED,7500.49,10603.89,2024-08-27,9
WO-D3XR0ZH5XEGK,CA-FL-00000204,,2024-09-03,LANDSCAPING,HIGH,COMPLETED,3607.65,8151.38,2024-09-16,13
WO-OOKFTPPMTZDD,CA-FL-00000204,,2024-09-25,STRUCTURAL,LOW,COMPLETED,1018.43,9949.69,2024-09-30,5
WO-0XU6IIEGK06M,CA-FL-00000204,,2024-11-11,HVAC,MEDIUM,COMPLETED,3489.43,7427.1,2024-11-21,10
WO-S8EUBH15X6F7,CA-FL-00000204,,2024-11-10,HVAC,MEDIUM,COMPLETED,12627.81,9054.55,2024-11-28,18
WO-NL25IE992MTJ,CA-FL-00000204,,2025-02-27,LANDSCAPING,MEDIUM,OPEN,2208.55,,,48
WO-QNGP1HQR6BTF,CA-FL-00000204,,2025-03-10,LANDSCAPING,HIGH,COMPLETED,6480.09,8838.67,2025-03-18,8
WO-3YJACK70MJSR,CA-FL-00000204,,2025-03-23,PLUMBING,MEDIUM,COMPLETED,7840.19,10262.21,2025-04-06,14
WO-5038TLWYPSXJ,CA-FL-00000204,,2025-05-11,HVAC,LOW,COMPLETED,8251.44,7647.64,2025-05-24,13
WO-DHQH1BB3D97H,CA-VA-00000205,,2024-01-07,LANDSCAPING,EMERGENCY,COMPLETED,4328.64,9922.6,2024-01-23,16
WO-6P8I629RA1F1,CA-VA-00000205,,2024-02-11,LANDSCAPING,MEDIUM,COMPLETED,3784.99,5499.86,2024-02-20,9
WO-7JMA7GAEW6BS,CA-VA-00000205,,2024-03-27,HVAC,HIGH,COMPLETED,12049.02,4636.13,2024-04-05,9
WO-5GZEUJ3W23XB,CA-VA-00000205,,2024-06-01,HVAC,LOW,COMPLETED,7162.45,8455.32,2024-06-20,19
WO-RZ7GVO0ZPYKN,CA-VA-00000205,,2024-07-07,PLUMBING,MEDIUM,COMPLETED,8048.44,9731.15,2024-07-10,3
WO-IBITUINSOFCC,CA-VA-00000205,,2024-10-18,ELECTRICAL,HIGH,COMPLETED,14808.74,3717.21,2024-11-05,18
WO-5X1CRVDBHY4J,CA-VA-00000205,,2024-11-10,LANDSCAPING,LOW,COMPLETED,2325.2,11287.38,2024-11-28,18
WO-4H4OZC7RU8OA,CA-VA-00000205,,2024-12-01,PLUMBING,MEDIUM,OPEN,9958.72,,,26
WO-8NJXL927W3NI,CA-VA-00000205,,2025-04-05,PLUMBING,HIGH,COMPLETED,1458.36,7545.14,2025-04-18,13
WO-F2VQQHUPQ3YT,CA-VA-00000205,,2025-06-25,STRUCTURAL,LOW,COMPLETED,9502.47,4351.64,2025-06-26,1
WO-JPCJB51DQVCA,CA-TX-00000206,,2024-02-08,PLUMBING,LOW,COMPLETED,2619.44,8307.54,2024-02-15,7
WO-1FNX6YYP6DJG,CA-TX-00000206,,2024-03-23,ROOFING,MEDIUM,COMPLETED,3857.95,5561.6,2024-04-07,15
WO-QPX15MFV3176,CA-TX-00000206,,2024-04-20,HVAC,MEDIUM,COMPLETED,1947.58,9545.53,2024-05-07,17
WO-3OIPGG3LUOCP,CA-TX-00000206,,2024-05-24,GENERAL,MEDIUM,COMPLETED,8215.01,1125.43,2024-05-26,2
WO-ZQXZWMS9DVTC,CA-TX-00000206,,2024-06-08,HVAC,MEDIUM,COMPLETED,14591.47,11437.44,2024-06-13,5
WO-63NTSN56D8ZQ,CA-TX-00000206,,2024-08-27,PLUMBING,MEDIUM,DEFERRED,10891.65,,,45
WO-FR6EXOVZMIH6,CA-TX-00000206,,2024-08-07,HVAC,MEDIUM,COMPLETED,4429.89,10380.38,2024-08-19,12
WO-VXOAX7BZEXH9,CA-TX-00000206,,2024-10-17,ELECTRICAL,LOW,OPEN,5879.55,,,27
WO-H1JKHS721OFK,CA-TX-00000206,,2024-11-11,PLUMBING,LOW,COMPLETED,14908.78,1990.29,2024-11-18,7
WO-RTGX86FWEB8P,CA-TX-00000206,,2024-12-13,ROOFING,HIGH,COMPLETED,11393.94,7917.46,2024-12-30,17
WO-J5XFE2MNHOFB,CA-TX-00000206,,2024-12-05,ELECTRICAL,MEDIUM,COMPLETED,11470.42,8186.43,2024-12-13,8
WO-V2JNIATTLGP2,CA-TX-00000206,,2025-02-11,PLUMBING,LOW,OPEN,2023.61,,,13
WO-PZSIAUEOFX52,CA-TX-00000206,,2025-03-01,LANDSCAPING,LOW,COMPLETED,9066.81,11314.95,2025-03-10,9
WO-4H8JKDZCVIUO,CA-FL-00000207,,2024-01-23,ELECTRICAL,MEDIUM,COMPLETED,7110.21,8098.96,2024-02-09,17
WO-6PP6RBUD1ZPW,CA-FL-00000207,,2024-02-24,ROOFING,HIGH,COMPLETED,10823.13,7353.88,2024-03-04,9
WO-S9PKOXLE6HUD,CA-FL-00000207,,2024-02-02,HVAC,HIGH,COMPLETED,8374.53,2733.19,2024-02-04,2
WO-41FMCY75S0FK,CA-FL-00000207,,2024-03-07,GENERAL,MEDIUM,COMPLETED,11560.27,7828.3,2024-03-19,12
WO-DTF61XM5T74D,CA-FL-00000207,,2024-05-04,HVAC,HIGH,COMPLETED,13961.75,8296.25,2024-05-08,4
WO-XWUM6ZEU4HW2,CA-FL-00000207,,2024-05-21,GENERAL,MEDIUM,COMPLETED,4095.73,2800.4,2024-06-04,14
WO-JWR9CQ2T7GLZ,CA-FL-00000207,,2024-08-25,LANDSCAPING,MEDIUM,COMPLETED,1080.19,9317.27,2024-09-06,12
WO-M50UEHT1PJK4,CA-FL-00000207,,2024-10-06,HVAC,LOW,COMPLETED,2186.94,941.79,2024-10-07,1
WO-2B8ZF779KN3K,CA-FL-00000207,,2024-12-05,PLUMBING,MEDIUM,COMPLETED,2326.54,3116.71,2024-12-16,11
WO-EYJBHJGSRS2B,CA-FL-00000207,,2025-01-06,ELEVATOR,LOW,COMPLETED,7041.05,7708.93,2025-01-12,6
WO-ROJTVS5UEF6F,CA-FL-00000207,,2025-01-17,PLUMBING,LOW,COMPLETED,4055.93,1421.75,2025-01-29,12
WO-NWXSW2OB1NZJ,CA-FL-00000207,,2025-04-26,LANDSCAPING,LOW,COMPLETED,6031.75,6303.93,2025-05-17,21
WO-0X5TI6893NBY,CA-FL-00000207,,2025-05-20,ROOFING,LOW,COMPLETED,9799.82,11069.68,2025-05-27,7
WO-ZRUYWJJS7F0G,CA-FL-00000207,,2025-05-01,LANDSCAPING,MEDIUM,COMPLETED,2411.4,9616.25,2025-05-21,20
WO-VORF00BKZHWC,CA-CA-00000208,,2024-01-06,STRUCTURAL,LOW,COMPLETED,8283.26,10511.51,2024-01-23,17
WO-QD75T1SG23CE,CA-CA-00000208,,2024-01-24,GENERAL,LOW,COMPLETED,9178.8,10625.83,2024-01-25,1
WO-8V51ILFTP0Z2,CA-CA-00000208,,2024-01-10,PLUMBING,LOW,COMPLETED,3821.01,462.22,2024-01-15,5
WO-FWXBLRKBF8E0,CA-CA-00000208,,2024-01-22,STRUCTURAL,MEDIUM,COMPLETED,12480.2,8234.62,2024-01-25,3
WO-SWFF8JY8RVL1,CA-CA-00000208,,2024-02-08,ROOFING,MEDIUM,COMPLETED,9285.47,232.86,2024-02-20,12
WO-BIF963RAOPRR,CA-CA-00000208,,2024-02-16,ELECTRICAL,LOW,COMPLETED,3541.56,10200.54,2024-02-27,11
WO-VAM6HVBV4VTZ,CA-CA-00000208,,2024-02-27,LANDSCAPING,MEDIUM,DEFERRED,4980.87,,,34
WO-5JVHBXJDO5EJ,CA-CA-00000208,,2024-02-03,ROOFING,MEDIUM,COMPLETED,2614.59,5367.9,2024-02-10,7
WO-SODZDB03P8PE,CA-CA-00000208,,2024-02-24,HVAC,HIGH,COMPLETED,12122.98,7623.44,2024-03-04,9
WO-RFJB76QDOG0V,CA-CA-00000208,,2024-02-22,HVAC,LOW,OPEN,11236.69,,,61
WO-B7MZFXFXHY6X,CA-CA-00000208,,2024-03-06,ROOFING,EMERGENCY,DEFERRED,13782.9,,,321
WO-2VHU4JZEY4LT,CA-CA-00000208,,2024-03-27,HVAC,LOW,DEFERRED,13043.76,,,18
WO-N2HB9ZHN189B,CA-CA-00000208,,2024-04-08,GENERAL,LOW,COMPLETED,13730.81,8393.34,2024-04-19,11
WO-DCEPITJWSBGO,CA-CA-00000208,,2024-04-02,ROOFING,LOW,OPEN,7503.46,,,53
WO-TWXUBCNMRGGJ,CA-CA-00000208,,2024-04-24,PLUMBING,LOW,COMPLETED,1830.29,3656.14,2024-05-07,13
WO-XCWBHZEDFWBK,CA-CA-00000208,,2024-04-27,ROOFING,MEDIUM,COMPLETED,10587.35,9975.29,2024-05-03,6
WO-3T2MALFN86IE,CA-CA-00000208,,2024-05-06,ELEVATOR,MEDIUM,OPEN,6960.5,,,18
WO-IEI6RMM0UTCW,CA-CA-00000208,,2024-05-05,PLUMBING,MEDIUM,OPEN,2956.19,,,266
WO-ODVIJ5A42U8Y,CA-CA-00000208,,2024-05-15,ELECTRICAL,MEDIUM,COMPLETED,13341.16,1400.3,2024-05-20,5
WO-AASCTXT5KWNM,CA-CA-00000208,,2024-05-15,GENERAL,LOW,DEFERRED,4208.66,,,100
WO-OWIBWVQBLE3K,CA-CA-00000208,,2024-05-12,PLUMBING,HIGH,OPEN,11672.67,,,76
