delinquency_id,caid,snapshot_date,unit_id,days_delinquent,amount_owed,aging_bucket,lien_filed,attorney_referred
DL-ONLBJ2UEMV6HQN5F,CA-IL-00000157,2024-02-01,U-BQ6WVUJWYWDQ,30,300.37,DAYS_1_30,False,False
DL-QVVJQZJTS9HY2PH1,CA-IL-00000157,2024-02-01,U-10SAQTVUYPZE,30,300.37,DAYS_1_30,False,False
DL-6BU9SC64PP2VHY31,CA-IL-00000157,2024-02-01,U-G5CJ1TUXCSL7,60,600.74,DAYS_31_60,False,False
DL-C8TQHKAAOLW01V4I,CA-IL-00000157,2024-02-01,U-E92I5NK4B9YG,60,600.74,DAYS_31_60,False,False
DL-K6Q7RICSU7DQJIRW,CA-IL-00000157,2024-02-01,U-WN0IU9XBZV5T,60,600.74,DAYS_31_60,False,False
DL-HEQNNY4GGAS38PYJ,CA-IL-00000157,2024-03-01,U-5JCP0AG8DCRA,90,901.11,DAYS_61_90,True,False
DL-PMWR1NTN1B2XETT9,CA-IL-00000157,2024-03-01,U-YK62R8VLASQF,90,901.11,DAYS_61_90,True,False
DL-RAA7F1ISTI1YX9DD,CA-IL-00000157,2024-03-01,U-PGL9WGAZYR89,30,300.37,DAYS_1_30,False,False
DL-QMXBS0WYQLK7BTRW,CA-IL-00000157,2024-03-01,U-CS98Z3R17UYN,30,300.37,DAYS_1_30,False,False
DL-9GVAKJZ7DZVLLJPJ,CA-IL-00000157,2024-03-01,U-MEQF1SBE2JF2,60,600.74,DAYS_31_60,False,False
DL-WJYEY3KAXHPN3G4E,CA-IL-00000157,2024-03-01,U-A3AH9HMPKDTJ,60,600.74,DAYS_31_60,False,False
DL-1YJUF019WUAOBGZ8,CA-IL-00000157,2024-03-01,U-IS9XESNR8CL2,60,600.74,DAYS_31_60,False,False
DL-UZO3OPHFHCHCTKLM,CA-IL-00000157,2024-03-01,U-449PRW15G0CQ,90,901.11,DAYS_61_90,True,False
DL-7Y679F4ENO6YHNZV,CA-IL-00000157,2024-03-01,U-QJFQU591GVCA,30,300.37,DAYS_1_30,False,False
DL-4L2QB1ZMDAFIK76W,CA-IL-00000157,2024-03-01,U-IAOY6J2PCMT2,30,300.37,DAYS_1_30,False,False
DL-I7IKCTW6ZUWF7YX0,CA-IL-00000157,2024-03-01,U-R2WRHJKILIK7,30,300.37,DAYS_1_30,False,False
DL-1B57Y6C6A8B7P9RO,CA-IL-00000157,2024-03-01,U-10SAQTVUYPZE,60,600.74,DAYS_31_60,False,False
DL-9F5R5HJ8MX7RT8FQ,CA-IL-00000157,2024-03-01,U-E92I5NK4B9YG,90,901.11,DAYS_61_90,True,False
DL-27K4IYOA3VETU9N0,CA-IL-00000157,2024-04-01,U-ZZ18EE61YQHB,30,300.37,DAYS_1_30,False,False
DL-6L4RONRY4YUZKYVS,CA-IL-00000157,2024-04-01,U-5JCP0AG8DCRA,120,1201.48,DAYS_91_120,True,True
DL-VQB4XZ6FBJ1O4IYH,CA-IL-00000157,2024-04-01,U-I016G8W37LTE,30,300.37,DAYS_1_30,False,False
DL-QG5T5MPXL45WIHZ6,CA-IL-00000157,2024-04-01,U-CS98Z3R17UYN,60,600.74,DAYS_31_60,False,False
DL-YSGOELCRVMSLMEMO,CA-IL-00000157,2024-04-01,U-P5B8257AGYHC,30,300.37,DAYS_1_30,False,False
DL-XFBRA8WO1P0WXLZD,CA-IL-00000157,2024-04-01,U-MEQF1SBE2JF2,90,901.11,DAYS_61_90,True,False
DL-UZ7S1VZZ9S5IJDK5,CA-IL-00000157,2024-04-01,U-A3AH9HMPKDTJ,90,901.11,DAYS_61_90,True,False
DL-XNHJ18DQL0RV04NN,CA-IL-00000157,2024-04-01,U-49X2PH5C7AQT,30,300.37,DAYS_1_30,False,False
DL-YMS0YQXPFZFJX1AJ,CA-IL-00000157,2024-04-01,U-IM4RBSXAZ2EH,30,300.37,DAYS_1_30,False,False
DL-K0MOGAGO606DDBS5,CA-IL-00000157,2024-04-01,U-A8RQDZ4M3JQ5,30,300.37,DAYS_1_30,False,False
DL-FE8SXPZM1BH6J4WJ,CA-IL-00000157,2024-04-01,U-QJFQU591GVCA,60,600.74,DAYS_31_60,False,False
DL-22IJ7ER3SH6O204T,CA-IL-00000157,2024-04-01,U-R2WRHJKILIK7,60,600.74,DAYS_31_60,False,False
DL-LB8NP19FXPNMC567,CA-IL-00000157,2024-04-01,U-10SAQTVUYPZE,90,901.11,DAYS_61_90,True,False
DL-7P7XQT827D267I8M,CA-IL-00000157,2024-04-01,U-MBF35B5MG5OZ,30,300.37,DAYS_1_30,False,False
DL-YLGTBYCPBZBBS1ZI,CA-IL-00000157,2024-04-01,U-E92I5NK4B9YG,120,1201.48,DAYS_91_120,True,True
DL-EAPBELO0FU6ZFQLO,CA-IL-00000157,2024-04-01,U-04Y0J4I3DOYC,30,300.37,DAYS_1_30,False,False
DL-5AGLB901FMIPLCE1,CA-IL-00000157,2024-05-01,U-2HGFMIJC725T,30,300.37,DAYS_1_30,False,False
DL-78QYLBQWHJYVC57S,CA-IL-00000157,2024-05-01,U-MEQF1SBE2JF2,120,1201.48,DAYS_91_120,True,True
DL-U1PK2K43SBUIHWNN,CA-IL-00000157,2024-05-01,U-VCIN35UKCOVR,30,300.37,DAYS_1_30,False,False
DL-7IY8P7M3HWZO6H1G,CA-IL-00000157,2024-05-01,U-2HWFZPLN1QVH,30,300.37,DAYS_1_30,False,False
DL-1GUNY7XCTWCOBFLD,CA-IL-00000157,2024-05-01,U-T34CART4S6SX,30,300.37,DAYS_1_30,False,False
DL-4HZR7MC4O8M4F0G1,CA-IL-00000157,2024-05-01,U-YSRM2VCARW05,30,300.37,DAYS_1_30,False,False
DL-8YUY5EZYBE8DHGIY,CA-IL-00000157,2024-05-01,U-VFT4N47ZT4FB,30,300.37,DAYS_1_30,False,False
DL-10F30NFB33AOQDSN,CA-IL-00000157,2024-05-01,U-K813MFACFKK5,30,300.37,DAYS_1_30,False,False
DL-9JPOJ175W8ICFALL,CA-IL-00000157,2024-05-01,U-A8RQDZ4M3JQ5,60,600.74,DAYS_31_60,False,False
DL-TVEJIZL82IY3S15B,CA-IL-00000157,2024-05-01,U-BQ6WVUJWYWDQ,30,300.37,DAYS_1_30,False,False
DL-5LVFXNX8SM472E04,CA-IL-00000157,2024-05-01,U-QJFQU591GVCA,90,901.11,DAYS_61_90,True,False
DL-CCQJAKRZDIJE3ZU2,CA-IL-00000157,2024-05-01,U-TJLLE6F7PP5K,30,300.37,DAYS_1_30,False,False
DL-EZL8GP0ZG1KYGSR1,CA-IL-00000157,2024-05-01,U-V2O4P5R2HV5X,30,300.37,DAYS_1_30,False,False
DL-IEBAE7LY7U2L1W7S,CA-IL-00000157,2024-05-01,U-10SAQTVUYPZE,120,1201.48,DAYS_91_120,True,True
DL-VCAN5WKUE66D8N89,CA-IL-00000157,2024-05-01,U-MBF35B5MG5OZ,60,600.74,DAYS_31_60,False,False
DL-G3TOFVELKGCBUWF5,CA-IL-00000157,2024-05-01,U-WGWM6O5TP50G,30,300.37,DAYS_1_30,False,False
DL-0MCCCR6PANLHDBPR,CA-IL-00000157,2024-05-01,U-E92I5NK4B9YG,150,1501.85,DAYS_OVER_120,True,True
DL-G5PQFIX1C27W2VLO,CA-IL-00000157,2024-06-01,U-ZZ18EE61YQHB,30,300.37,DAYS_1_30,False,False
DL-5CIPS5Y76Y0OB407,CA-IL-00000157,2024-06-01,U-5JCP0AG8DCRA,30,300.37,DAYS_1_30,False,False
DL-NFLG5FEUEY7BA40L,CA-IL-00000157,2024-06-01,U-2HGFMIJC725T,60,600.74,DAYS_31_60,False,False
DL-YN70B7DWXZ0CG6EM,CA-IL-00000157,2024-06-01,U-LTXLJQWZCTHX,30,300.37,DAYS_1_30,False,False
DL-PXQAC2UDD4VJRF85,CA-IL-00000157,2024-06-01,U-LGDNWDX10WXX,30,300.37,DAYS_1_30,False,False
DL-CSHE55YFJ3XMKJWZ,CA-IL-00000157,2024-06-01,U-MEQF1SBE2JF2,150,1501.85,DAYS_OVER_120,True,True
DL-H4C40BMSF6B5UY77,CA-IL-00000157,2024-06-01,U-M2HK0IPPH8UN,30,300.37,DAYS_1_30,False,False
DL-UPSB7HHKO0XSM3QO,CA-IL-00000157,2024-06-01,U-VCIN35UKCOVR,60,600.74,DAYS_31_60,False,False
DL-PF5LS07JXOANZ1TN,CA-IL-00000157,2024-06-01,U-49X2PH5C7AQT,30,300.37,DAYS_1_30,False,False
DL-BEXXBDCZURB0RCDS,CA-IL-00000157,2024-06-01,U-4RFTG7AHO8HD,30,300.37,DAYS_1_30,False,False
DL-G1XSEYU7L2DQDXO1,CA-IL-00000157,2024-06-01,U-T34CART4S6SX,60,600.74,DAYS_31_60,False,False
DL-R1XM4CN8D7ZMQMPA,CA-IL-00000157,2024-06-01,U-VFT4N47ZT4FB,60,600.74,DAYS_31_60,False,False
DL-LAC055EIJFQUXUU3,CA-IL-00000157,2024-06-01,U-A8RQDZ4M3JQ5,90,901.11,DAYS_61_90,True,False
DL-OMLP5F3B8A8BXX6U,CA-IL-00000157,2024-06-01,U-BQ6WVUJWYWDQ,60,600.74,DAYS_31_60,False,False
DL-HXCCLBZHOB5DWUMA,CA-IL-00000157,2024-06-01,U-TJLLE6F7PP5K,60,600.74,DAYS_31_60,False,False
DL-FVFAG774MIEFYY1I,CA-IL-00000157,2024-06-01,U-10SAQTVUYPZE,150,1501.85,DAYS_OVER_120,True,True
DL-PDJVB1V0V5O62D06,CA-IL-00000157,2024-06-01,U-MBF35B5MG5OZ,90,901.11,DAYS_61_90,True,False
DL-BGFFJG7C2RMUWRZE,CA-IL-00000157,2024-06-01,U-E92I5NK4B9YG,180,1802.22,DAYS_OVER_120,True,True
DL-KLPZK2UT56WAH0QX,CA-IL-00000157,2024-06-01,U-WN0IU9XBZV5T,30,300.37,DAYS_1_30,False,False
DL-B8NIGM0KQGGEVSBX,CA-IL-00000157,2024-07-01,U-ZZ18EE61YQHB,60,600.74,DAYS_31_60,False,False
DL-KZBWBIA6HSF66EWT,CA-IL-00000157,2024-07-01,U-2HGFMIJC725T,90,901.11,DAYS_61_90,True,False
DL-J3DNXS922QFI58PP,CA-IL-00000157,2024-07-01,U-LTXLJQWZCTHX,60,600.74,DAYS_31_60,False,False
DL-XTNMPL3L6BELI68R,CA-IL-00000157,2024-07-01,U-I016G8W37LTE,30,300.37,DAYS_1_30,False,False
DL-46Y4NG4YB76IM6U6,CA-IL-00000157,2024-07-01,U-TASDV3WMUX61,30,300.37,DAYS_1_30,False,False
DL-LSUFEGEI9E8SSP95,CA-IL-00000157,2024-07-01,U-BFLQ6D32SD23,30,300.37,DAYS_1_30,False,False
DL-REMAPD1RE32T7TCP,CA-IL-00000157,2024-07-01,U-N3U4S16KZKSB,30,300.37,DAYS_1_30,False,False
DL-FDOFF4ASSNJACF96,CA-IL-00000157,2024-07-01,U-LGDNWDX10WXX,60,600.74,DAYS_31_60,False,False
DL-D7YS3S3RVX70I7IE,CA-IL-00000157,2024-07-01,U-MEQF1SBE2JF2,180,1802.22,DAYS_OVER_120,True,True
DL-UBYOWB5ET5IRLJB9,CA-IL-00000157,2024-07-01,U-VCIN35UKCOVR,90,901.11,DAYS_61_90,True,False
DL-ALBIYBD7JZE3H0AR,CA-IL-00000157,2024-07-01,U-49X2PH5C7AQT,60,600.74,DAYS_31_60,False,False
DL-3AM96WLOUD64E1QV,CA-IL-00000157,2024-07-01,U-4RFTG7AHO8HD,60,600.74,DAYS_31_60,False,False
DL-QLYBYKMO3ZTTIK25,CA-IL-00000157,2024-07-01,U-T34CART4S6SX,90,901.11,DAYS_61_90,True,False
DL-K1XKLTWYN9ABWPKG,CA-IL-00000157,2024-07-01,U-FL5XNU9HL3RO,30,300.37,DAYS_1_30,False,False
DL-2TIEAQRBC2DJMR0Q,CA-IL-00000157,2024-07-01,U-TJLLE6F7PP5K,90,901.11,DAYS_61_90,True,False
DL-UJIWDQIUGHT5MPAZ,CA-IL-00000157,2024-07-01,U-V2O4P5R2HV5X,30,300.37,DAYS_1_30,False,False
DL-7NLSPNYKOW54JM3R,CA-IL-00000157,2024-07-01,U-7ZBEJP7Y41F1,30,300.37,DAYS_1_30,False,False
DL-63WOF10487PNPHPP,CA-IL-00000157,2024-07-01,U-10SAQTVUYPZE,180,1802.22,DAYS_OVER_120,True,True
DL-ROLXC3SJRBUWIUNP,CA-IL-00000157,2024-07-01,U-WGWM6O5TP50G,30,300.37,DAYS_1_30,False,False
DL-BSNCHTL7OUUFPACT,CA-IL-00000157,2024-07-01,U-FUHA6WTG8KGY,30,300.37,DAYS_1_30,False,False
DL-EMV1ENLQ2UOGRHH3,CA-IL-00000157,2024-07-01,U-I7K26ESNGDLL,30,300.37,DAYS_1_30,False,False
DL-3048X082H7G79H18,CA-IL-00000157,2024-07-01,U-E92I5NK4B9YG,210,2102.59,DAYS_OVER_120,True,True
DL-TMXWE5BK7LRPGIER,CA-IL-00000157,2024-07-01,U-WN0IU9XBZV5T,60,600.74,DAYS_31_60,False,False
DL-WTWJ8I6BXGEY19TL,CA-IL-00000157,2024-08-01,U-ZZ18EE61YQHB,90,901.11,DAYS_61_90,True,False
DL-E5FWFU860J20QXVE,CA-IL-00000157,2024-08-01,U-5JCP0AG8DCRA,30,300.37,DAYS_1_30,False,False
DL-EAQCZ58DQ6SRW5T2,CA-IL-00000157,2024-08-01,U-X3IGEG44KXUX,30,300.37,DAYS_1_30,False,False
DL-EYG8W7U85PUEGQ4W,CA-IL-00000157,2024-08-01,U-2HGFMIJC725T,120,1201.48,DAYS_91_120,True,True
DL-RE25P9EW7TZO2IO6,CA-IL-00000157,2024-08-01,U-YK62R8VLASQF,30,300.37,DAYS_1_30,False,False
DL-M14O0G66FQB2QE3Z,CA-IL-00000157,2024-08-01,U-LTXLJQWZCTHX,90,901.11,DAYS_61_90,True,False
DL-85HPQZLIKFCQ7N5G,CA-IL-00000157,2024-08-01,U-N3U4S16KZKSB,60,600.74,DAYS_31_60,False,False
DL-DF9LOQRMTDJQ33AF,CA-IL-00000157,2024-08-01,U-JBNOOQXZYKUQ,30,300.37,DAYS_1_30,False,False
DL-KHDBI66SFSS27HKE,CA-IL-00000157,2024-08-01,U-MEQF1SBE2JF2,210,2102.59,DAYS_OVER_120,True,True
DL-L1D5C6J5X4O25HOB,CA-IL-00000157,2024-08-01,U-VCIN35UKCOVR,120,1201.48,DAYS_91_120,True,True
DL-J8NMF9N27PHG3UN2,CA-IL-00000157,2024-08-01,U-49X2PH5C7AQT,90,901.11,DAYS_61_90,True,False
DL-XLK5SP3I2MU8TP72,CA-IL-00000157,2024-08-01,U-HJKHF029LCSE,30,300.37,DAYS_1_30,False,False
DL-YG2CR5OTBFFXOCG4,CA-IL-00000157,2024-08-01,U-T34CART4S6SX,120,1201.48,DAYS_91_120,True,True
DL-DH9SD5Q9AGOZWHSI,CA-IL-00000157,2024-08-01,U-FL5XNU9HL3RO,60,600.74,DAYS_31_60,False,False
DL-DIJKRQJFCTKLTYTN,CA-IL-00000157,2024-08-01,U-VFT4N47ZT4FB,30,300.37,DAYS_1_30,False,False
DL-UEJ6IXJEKRFOTIFO,CA-IL-00000157,2024-08-01,U-DZQYZG2ACFZ6,30,300.37,DAYS_1_30,False,False
DL-G08XOFVXHM3K6ZCY,CA-IL-00000157,2024-08-01,U-IAOY6J2PCMT2,30,300.37,DAYS_1_30,False,False
DL-B11QLDL6CGL8AY04,CA-IL-00000157,2024-08-01,U-7ZBEJP7Y41F1,60,600.74,DAYS_31_60,False,False
DL-JO7IY77J07FLBY9D,CA-IL-00000157,2024-08-01,U-10SAQTVUYPZE,210,2102.59,DAYS_OVER_120,True,True
DL-A5D6VHNUWC939AQ5,CA-IL-00000157,2024-08-01,U-FUHA6WTG8KGY,60,600.74,DAYS_31_60,False,False
DL-M4DYCVB0WXOAXU85,CA-IL-00000157,2024-08-01,U-G5CJ1TUXCSL7,30,300.37,DAYS_1_30,False,False
DL-N10G6JNJJRUOLWEL,CA-IL-00000157,2024-08-01,U-E92I5NK4B9YG,240,2402.96,DAYS_OVER_120,True,True
DL-FCERPN9LK2WPH1OY,CA-IL-00000157,2024-08-01,U-WN0IU9XBZV5T,90,901.11,DAYS_61_90,True,False
DL-XMMKRKAXY0WJBLLC,CA-IL-00000157,2024-08-01,U-TWL3F2HSPUDW,30,300.37,DAYS_1_30,False,False
DL-RJIOGOQXG7FM4584,CA-IL-00000157,2024-09-01,U-ZZ18EE61YQHB,120,1201.48,DAYS_91_120,True,True
DL-6OX4O3ZH30FRVM3V,CA-IL-00000157,2024-09-01,U-5JCP0AG8DCRA,60,600.74,DAYS_31_60,False,False
DL-0YB956T5M6ZBXI1X,CA-IL-00000157,2024-09-01,U-X3IGEG44KXUX,60,600.74,DAYS_31_60,False,False
DL-38XTL7NKPP5LS20M,CA-IL-00000157,2024-09-01,U-YK62R8VLASQF,60,600.74,DAYS_31_60,False,False
DL-I045PSXA8BYDRLHS,CA-IL-00000157,2024-09-01,U-PGL9WGAZYR89,30,300.37,DAYS_1_30,False,False
DL-A7ZKBJJRC0BFMRR2,CA-IL-00000157,2024-09-01,U-LTXLJQWZCTHX,120,1201.48,DAYS_91_120,True,True
DL-ZBUPK1ZXKLLGVOUP,CA-IL-00000157,2024-09-01,U-CS98Z3R17UYN,30,300.37,DAYS_1_30,False,False
DL-WAA1G2BJMEFYK8CW,CA-IL-00000157,2024-09-01,U-N3U4S16KZKSB,90,901.11,DAYS_61_90,True,False
DL-G49HLLDNO85DBO6B,CA-IL-00000157,2024-09-01,U-JBNOOQXZYKUQ,60,600.74,DAYS_31_60,False,False
DL-GLWPU83XK5ZDULZL,CA-IL-00000157,2024-09-01,U-HJKHF029LCSE,60,600.74,DAYS_31_60,False,False
DL-PNRU5YZ9D6V3KMCU,CA-IL-00000157,2024-09-01,U-T34CART4S6SX,150,1501.85,DAYS_OVER_120,True,True
DL-3YNAVGQHULPMUS4G,CA-IL-00000157,2024-09-01,U-YSRM2VCARW05,30,300.37,DAYS_1_30,False,False
DL-0IHO9H3EBSQLP1T7,CA-IL-00000157,2024-09-01,U-VFT4N47ZT4FB,60,600.74,DAYS_31_60,False,False
DL-IHWTDMFDTM7NQQAA,CA-IL-00000157,2024-09-01,U-IAOY6J2PCMT2,60,600.74,DAYS_31_60,False,False
DL-LSROKBWJOX23PY4F,CA-IL-00000157,2024-09-01,U-7ZBEJP7Y41F1,90,901.11,DAYS_61_90,True,False
DL-JE7KZKECWGEGAW9K,CA-IL-00000157,2024-09-01,U-10SAQTVUYPZE,240,2402.96,DAYS_OVER_120,True,True
DL-SIWL31PS67FHJOYS,CA-IL-00000157,2024-09-01,U-FUHA6WTG8KGY,90,901.11,DAYS_61_90,True,False
DL-69LFUHA77LHYEFBW,CA-IL-00000157,2024-09-01,U-E92I5NK4B9YG,270,2703.33,DAYS_OVER_120,True,True
DL-7RW9G59C2LCE8T18,CA-IL-00000157,2024-09-01,U-TWL3F2HSPUDW,60,600.74,DAYS_31_60,False,False
DL-G0A0C7UO5DBF6UT8,CA-IL-00000157,2024-10-01,U-VPK9XNLH57CQ,30,300.37,DAYS_1_30,False,False
DL-IEQZ0HGLLU9CZSES,CA-IL-00000157,2024-10-01,U-ZZ18EE61YQHB,150,1501.85,DAYS_OVER_120,True,True
DL-S361NU56KXTDSAY2,CA-IL-00000157,2024-10-01,U-YK62R8VLASQF,90,901.11,DAYS_61_90,True,False
DL-AFIBN3GC13XFH2A7,CA-IL-00000157,2024-10-01,U-PGL9WGAZYR89,60,600.74,DAYS_31_60,False,False
DL-QD3M4H9051DTLEG6,CA-IL-00000157,2024-10-01,U-3AAS8O0C13PQ,30,300.37,DAYS_1_30,False,False
DL-R1XKW09URPTPJ5DC,CA-IL-00000157,2024-10-01,U-JBNOOQXZYKUQ,90,901.11,DAYS_61_90,True,False
DL-6VDAYDKRNEIP7KFK,CA-IL-00000157,2024-10-01,U-A3AH9HMPKDTJ,30,300.37,DAYS_1_30,False,False
DL-KASBDA7VH1W1W4RB,CA-IL-00000157,2024-10-01,U-HJKHF029LCSE,90,901.11,DAYS_61_90,True,False
DL-K6TPI17WTW8UOUYN,CA-IL-00000157,2024-10-01,U-T34CART4S6SX,180,1802.22,DAYS_OVER_120,True,True
DL-C2ODL3N7UNCVCHW0,CA-IL-00000157,2024-10-01,U-YSRM2VCARW05,60,600.74,DAYS_31_60,False,False
DL-EZCLMPCT80EH5XLH,CA-IL-00000157,2024-10-01,U-VFT4N47ZT4FB,90,901.11,DAYS_61_90,True,False
DL-JROXZYPDME1D0HPY,CA-IL-00000157,2024-10-01,U-IM4RBSXAZ2EH,30,300.37,DAYS_1_30,False,False
DL-CT3C78BJFC8BW59L,CA-IL-00000157,2024-10-01,U-IAOY6J2PCMT2,90,901.11,DAYS_61_90,True,False
DL-J5737F58ZALCVA6M,CA-IL-00000157,2024-10-01,U-7ZBEJP7Y41F1,120,1201.48,DAYS_91_120,True,True
DL-D7Z13RXMSSBUY9FG,CA-IL-00000157,2024-10-01,U-10SAQTVUYPZE,270,2703.33,DAYS_OVER_120,True,True
DL-9HFUNY3H8T38BT84,CA-IL-00000157,2024-10-01,U-MBF35B5MG5OZ,30,300.37,DAYS_1_30,False,False
DL-YDZZJP5V1FE9F9JK,CA-IL-00000157,2024-10-01,U-FUHA6WTG8KGY,120,1201.48,DAYS_91_120,True,True
DL-C8X51J9O6AG3HZMT,CA-IL-00000157,2024-10-01,U-E92I5NK4B9YG,300,3003.7,DAYS_OVER_120,True,True
DL-UIO70L7AVK0YA021,CA-IL-00000157,2024-10-01,U-TWL3F2HSPUDW,90,901.11,DAYS_61_90,True,False
DL-H059EEAG27Q4S1P3,CA-IL-00000157,2024-11-01,U-ZZ18EE61YQHB,180,1802.22,DAYS_OVER_120,True,True
DL-4UMDA5JEFROEFKTP,CA-IL-00000157,2024-11-01,U-PGL9WGAZYR89,90,901.11,DAYS_61_90,True,False
DL-DFZHNHCAV9K297OY,CA-IL-00000157,2024-11-01,U-I016G8W37LTE,30,300.37,DAYS_1_30,False,False
DL-7RV0W8AXKBS41YFG,CA-IL-00000157,2024-11-01,U-CS98Z3R17UYN,30,300.37,DAYS_1_30,False,False
DL-3ZLZWCBGS8UXAA47,CA-IL-00000157,2024-11-01,U-3AAS8O0C13PQ,60,600.74,DAYS_31_60,False,False
DL-SQKJ0Z4WIXQ4CRAR,CA-IL-00000157,2024-11-01,U-A3AH9HMPKDTJ,60,600.74,DAYS_31_60,False,False
DL-6Z5Y4YQTOQ6QR8EE,CA-IL-00000157,2024-11-01,U-IAMDSGV4BUB3,30,300.37,DAYS_1_30,False,False
DL-A4WXK3WWVF6JCLFA,CA-IL-00000157,2024-11-01,U-HJKHF029LCSE,120,1201.48,DAYS_91_120,True,True
DL-J1C1P7ZAM4ST8YBS,CA-IL-00000157,2024-11-01,U-T34CART4S6SX,210,2102.59,DAYS_OVER_120,True,True
DL-YO3DXMX404UUVM1E,CA-IL-00000157,2024-11-01,U-SWD5WC8AZ58O,30,300.37,DAYS_1_30,False,False
DL-KSYJZZNKTRM9LCGP,CA-IL-00000157,2024-11-01,U-VFT4N47ZT4FB,120,1201.48,DAYS_91_120,True,True
DL-YE3F9VEYH8NVKLMW,CA-IL-00000157,2024-11-01,U-T2DJYGOQADDD,30,300.37,DAYS_1_30,False,False
DL-OCDPXHCZ8J346KB9,CA-IL-00000157,2024-11-01,U-IAOY6J2PCMT2,120,1201.48,DAYS_91_120,True,True
DL-ZE5GJ37CCRHBMEA0,CA-IL-00000157,2024-11-01,U-R2WRHJKILIK7,30,300.37,DAYS_1_30,False,False
DL-ZU0P5YTU0PHQ6ZJA,CA-IL-00000157,2024-11-01,U-10SAQTVUYPZE,300,3003.7,DAYS_OVER_120,True,True
DL-72OCDUIJY1NVPMA8,CA-IL-00000157,2024-11-01,U-E92I5NK4B9YG,330,3304.07,DAYS_OVER_120,True,True
DL-60BAD22W5GHOXN20,CA-IL-00000157,2024-11-01,U-TWL3F2HSPUDW,120,1201.48,DAYS_91_120,True,True
DL-HJP8OT3PGJ20BBFV,CA-IL-00000157,2024-12-01,U-X3IGEG44KXUX,30,300.37,DAYS_1_30,False,False
DL-UWS220A2BJMXGYQR,CA-IL-00000157,2024-12-01,U-2HGFMIJC725T,30,300.37,DAYS_1_30,False,False
DL-LYIESLZSBDBWNR3L,CA-IL-00000157,2024-12-01,U-PGL9WGAZYR89,120,1201.48,DAYS_91_120,True,True
DL-LJMASR083CTB70FG,CA-IL-00000157,2024-12-01,U-LTXLJQWZCTHX,30,300.37,DAYS_1_30,False,False
DL-XVCQSIV47VFN4ULQ,CA-IL-00000157,2024-12-01,U-I016G8W37LTE,60,600.74,DAYS_31_60,False,False
DL-63FVMRO22H7Q1IDQ,CA-IL-00000157,2024-12-01,U-N3U4S16KZKSB,30,300.37,DAYS_1_30,False,False
DL-TFSMLO5RTIK34FPR,CA-IL-00000157,2024-12-01,U-JBNOOQXZYKUQ,30,300.37,DAYS_1_30,False,False
DL-P2H14UMA6QBYJ5X3,CA-IL-00000157,2024-12-01,U-VCIN35UKCOVR,30,300.37,DAYS_1_30,False,False
DL-US9V0R9X1RDFWRH5,CA-IL-00000157,2024-12-01,U-A3AH9HMPKDTJ,90,901.11,DAYS_61_90,True,False
DL-RG86D8FG8T0OKICU,CA-IL-00000157,2024-12-01,U-49X2PH5C7AQT,30,300.37,DAYS_1_30,False,False
DL-CYBTOA8TFYTTOHBS,CA-IL-00000157,2024-12-01,U-T34CART4S6SX,240,2402.96,DAYS_OVER_120,True,True
DL-ASBYGU7UZJACE4VC,CA-IL-00000157,2024-12-01,U-FL5XNU9HL3RO,30,300.37,DAYS_1_30,False,False
DL-2PG6JG7FC2M2E03W,CA-IL-00000157,2024-12-01,U-VFT4N47ZT4FB,150,1501.85,DAYS_OVER_120,True,True
DL-3A0QO0PY9SB7F5O0,CA-IL-00000157,2024-12-01,U-BQ6WVUJWYWDQ,30,300.37,DAYS_1_30,False,False
DL-VN6FUO3JHCSU9D1O,CA-IL-00000157,2024-12-01,U-T2DJYGOQADDD,60,600.74,DAYS_31_60,False,False
DL-PQ0QOF9MPH8G3NH5,CA-IL-00000157,2024-12-01,U-IAOY6J2PCMT2,150,1501.85,DAYS_OVER_120,True,True
DL-XJSLLRW3VO3FWH6A,CA-IL-00000157,2024-12-01,U-7ZBEJP7Y41F1,30,300.37,DAYS_1_30,False,False
DL-KDP0TB4CJKGFS8OL,CA-IL-00000157,2024-12-01,U-10SAQTVUYPZE,330,3304.07,DAYS_OVER_120,True,True
DL-S1IHKATKY12F1WUI,CA-IL-00000157,2024-12-01,U-W36W91KDHB3P,30,300.37,DAYS_1_30,False,False
DL-N190VYCVQ0XXNYWT,CA-IL-00000157,2024-12-01,U-I7K26ESNGDLL,30,300.37,DAYS_1_30,False,False
DL-FKA61GPE9W6AC333,CA-IL-00000157,2024-12-01,U-JK6BTS4OE1LS,30,300.37,DAYS_1_30,False,False
DL-UFSIE7YWDKUPF6JB,CA-IL-00000157,2024-12-01,U-04Y0J4I3DOYC,30,300.37,DAYS_1_30,False,False
DL-12SG2AARCKWT5ZFT,CA-IL-00000157,2025-01-01,U-VPK9XNLH57CQ,30,300.37,DAYS_1_30,False,False
DL-3LWANQL07A1SQVMD,CA-IL-00000157,2025-01-01,U-2HGFMIJC725T,60,600.74,DAYS_31_60,False,False
DL-XYQ6MFML4VPKPJXF,CA-IL-00000157,2025-01-01,U-LTXLJQWZCTHX,60,600.74,DAYS_31_60,False,False
DL-7PVH5K77SBH760CO,CA-IL-00000157,2025-01-01,U-I016G8W37LTE,90,901.11,DAYS_61_90,True,False
