reserve_id,caid,snapshot_date,current_balance,fully_funded_target,percent_funded,annual_contribution,last_study_date,study_type
RF-5SCX4ZO4MISD,CA-FL-00000071,2024-10-01,847540.82,1186371.56,71.44,94524.88,2022-12-17,STANDARD
RF-7ZD4EFCCDH9B,CA-FL-00000071,2025-01-01,837812.16,1186371.56,70.62,74421.45,2022-05-13,STANDARD
RF-BYVFKMR2W429,CA-FL-00000071,2025-04-01,845393.4,1186371.56,71.26,43424.23,2022-11-07,INFORMAL
RF-AJAIYNCDE9ME,CA-CA-00000072,2024-01-01,59081.2,1750817.8,3.37,75250.06,2021-10-29,STANDARD
RF-382HG3QC2X0X,CA-CA-00000072,2024-04-01,24856.93,1750817.8,1.42,61648.9,2023-04-24,INFORMAL
RF-JSC67YJ9A9AH,CA-CA-00000072,2024-07-01,22708.37,1750817.8,1.3,129855.79,2021-06-13,STANDARD
RF-MBABY2ELJPI7,CA-CA-00000072,2024-10-01,0.0,1750817.8,0.0,138292.35,2023-09-08,INFORMAL
RF-FX3MV2VYQXEE,CA-CA-00000072,2025-01-01,12825.83,1750817.8,0.73,79053.47,,INFORMAL
RF-TQ1E0VCI6234,CA-CA-00000072,2025-04-01,0.0,1750817.8,0.0,79791.34,,STANDARD
RF-0E6W4CXS9LKR,CA-FL-00000073,2024-01-01,1942703.4,2376734.74,81.74,89073.17,,STANDARD
RF-CMUJTUERWB28,CA-FL-00000073,2024-04-01,2011130.06,2376734.74,84.62,138361.97,2023-01-13,STANDARD
RF-XJOQ319L727C,CA-FL-00000073,2024-07-01,1961235.65,2376734.74,82.52,113838.24,2022-10-15,INFORMAL
RF-HMDFPVTE6WZR,CA-FL-00000073,2024-10-01,1986059.93,2376734.74,83.56,135301.31,2024-01-05,INFORMAL
RF-H9STVQ80TAN4,CA-FL-00000073,2025-01-01,2086042.04,2376734.74,87.77,165339.6,2022-05-06,STANDARD
RF-41NT5YPUTOWL,CA-FL-00000073,2025-04-01,2020513.78,2376734.74,85.01,92745.11,,INFORMAL
RF-ZGPULA74I6ZK,CA-FL-00000074,2024-01-01,2514068.7,3401329.42,73.91,108974.94,2021-12-07,SIRS
RF-SGEYN0942RKK,CA-FL-00000074,2024-04-01,2508572.87,3401329.42,73.75,141373.33,2021-11-22,SIRS
RF-DQD4E187GZTL,CA-FL-00000074,2024-07-01,2504562.89,3401329.42,73.63,247079.73,2021-07-27,SIRS
RF-PVNS8V6PDZ65,CA-FL-00000074,2024-10-01,2529114.14,3401329.42,74.36,189466.51,2024-02-02,SIRS
RF-EGXH4DSJLGOW,CA-FL-00000074,2025-01-01,2646721.29,3401329.42,77.81,220774.6,2021-04-06,SIRS
RF-808TNYMOS32Y,CA-FL-00000074,2025-04-01,2534764.77,3401329.42,74.52,266624.01,,SIRS
RF-NX7DRQGBGY6Z,CA-CA-00000075,2024-01-01,2157437.02,4960860.41,43.49,354964.08,,INFORMAL
RF-32RNVJOQRIMK,CA-CA-00000075,2024-04-01,2146637.59,4960860.41,43.27,373357.85,2022-06-26,INFORMAL
RF-NZCCHVEAUNKF,CA-CA-00000075,2024-07-01,2137819.99,4960860.41,43.09,162854.24,2021-07-31,STANDARD
RF-UB4ZISKATSE0,CA-CA-00000075,2024-10-01,2082136.81,4960860.41,41.97,279198.84,2023-09-10,STANDARD
RF-6QXO50K15KY3,CA-CA-00000075,2025-01-01,1934670.14,4960860.41,39.0,285067.4,2022-12-24,STANDARD
RF-7UHVCW4RLWCQ,CA-CA-00000075,2025-04-01,2126390.26,4960860.41,42.86,231921.0,2022-03-18,INFORMAL
RF-9NJ6P6ZW7WBM,CA-AZ-00000076,2024-01-01,269311.7,1027993.25,26.2,59425.0,2022-01-01,STANDARD
RF-KUCESZCHUB8C,CA-AZ-00000076,2024-04-01,249930.26,1027993.25,24.31,58418.75,2020-10-30,STANDARD
RF-Y66AOM43C2GO,CA-AZ-00000076,2024-07-01,257488.13,1027993.25,25.05,56242.42,,STANDARD
RF-GZ5LKIR0N8L5,CA-AZ-00000076,2024-10-01,260462.64,1027993.25,25.34,42779.93,2021-10-23,STANDARD
RF-IELKM0K8N54L,CA-AZ-00000076,2025-01-01,257264.47,1027993.25,25.03,50950.11,2022-11-14,STANDARD
RF-GK70NIZ7P2ND,CA-AZ-00000076,2025-04-01,255731.17,1027993.25,24.88,58437.18,2023-05-22,INFORMAL
RF-CHTFNYSNUL6E,CA-CA-00000077,2024-01-01,3324249.58,3691771.46,90.04,266194.08,2021-05-22,INFORMAL
RF-4R78FGQ9320C,CA-CA-00000077,2024-04-01,3300380.94,3691771.46,89.4,280983.04,,STANDARD
RF-4RG44KD4XS35,CA-CA-00000077,2024-07-01,3382056.42,3691771.46,91.61,152963.06,2020-10-24,INFORMAL
RF-M8IDYOFMT1KW,CA-CA-00000077,2024-10-01,3409304.46,3691771.46,92.35,234867.0,,STANDARD
RF-ANHV27FOQIQ3,CA-CA-00000077,2025-01-01,3290222.04,3691771.46,89.12,246153.57,2021-01-03,STANDARD
RF-339G6RNYYJXB,CA-CA-00000077,2025-04-01,3406051.8,3691771.46,92.26,173949.91,2021-12-30,INFORMAL
RF-OER6KJ2ZPRKO,CA-CA-00000078,2024-01-01,2281596.62,4806627.02,47.47,197741.85,2020-04-29,STANDARD
RF-J26CQLR0G7OT,CA-CA-00000078,2024-04-01,2387818.54,4806627.02,49.68,144760.72,2023-04-21,INFORMAL
RF-30HKBR2GBMVA,CA-CA-00000078,2024-07-01,2263392.09,4806627.02,47.09,170455.67,2021-07-05,STANDARD
RF-Q7Q7OZ1SRSXC,CA-CA-00000078,2024-10-01,2268845.12,4806627.02,47.2,196100.96,2022-09-12,STANDARD
RF-39ZHFWDFSBH4,CA-CA-00000078,2025-01-01,2232892.87,4806627.02,46.45,247693.39,2023-06-10,STANDARD
RF-ZP597UDLVZUE,CA-CA-00000078,2025-04-01,2232074.61,4806627.02,46.44,296343.86,2024-01-31,INFORMAL
RF-U5A1BQNKHICP,CA-FL-00000079,2024-01-01,472676.16,1954449.2,24.18,85218.02,2022-10-07,STANDARD
RF-UZUWHQ5T73W0,CA-FL-00000079,2024-04-01,555776.1,1954449.2,28.44,92253.99,2021-01-19,STANDARD
RF-Q6AAVGGAFS9M,CA-FL-00000079,2024-07-01,478336.92,1954449.2,24.47,88571.61,2022-01-18,INFORMAL
RF-FR0G45TPJZRV,CA-FL-00000079,2024-10-01,468239.33,1954449.2,23.96,84118.33,2024-01-05,INFORMAL
RF-X2ML9HPAUZYE,CA-FL-00000079,2025-01-01,428309.99,1954449.2,21.91,128594.28,,STANDARD
RF-YWQC0GGQZNN5,CA-FL-00000079,2025-04-01,466844.75,1954449.2,23.89,141525.06,2024-02-19,STANDARD
RF-YVK92MC76RVW,CA-TX-00000080,2024-01-01,234791.2,900067.83,26.09,39262.06,2021-01-17,STANDARD
RF-N7BAZP1S3D1H,CA-TX-00000080,2024-04-01,223555.68,900067.83,24.84,59938.5,2020-11-21,STANDARD
RF-WHITEC6RBOTH,CA-TX-00000080,2024-07-01,197931.19,900067.83,21.99,39052.86,2021-05-05,INFORMAL
RF-6MVQ3GSDO3S1,CA-TX-00000080,2024-10-01,234931.89,900067.83,26.1,51781.67,2022-06-24,STANDARD
RF-HUPDXR2M7KCB,CA-TX-00000080,2025-01-01,215076.34,900067.83,23.9,56308.05,2023-02-20,STANDARD
RF-8KQ51NJNL6J6,CA-TX-00000080,2025-04-01,194735.75,900067.83,21.64,28883.52,2023-11-11,INFORMAL
RF-SOFNBK1CH6I6,CA-PA-00000081,2024-01-01,2032337.22,4678110.89,43.44,283393.79,2021-01-27,INFORMAL
RF-W5GSSA3MJ766,CA-PA-00000081,2024-04-01,1792781.8,4678110.89,38.32,192367.54,2021-07-15,INFORMAL
RF-6B6SMQB2MSFD,CA-PA-00000081,2024-07-01,1793542.49,4678110.89,38.34,304880.38,2023-08-02,STANDARD
RF-1850HM2LKWYP,CA-PA-00000081,2024-10-01,1999470.77,4678110.89,42.74,273491.6,2024-01-09,STANDARD
RF-SBVEBV75FMBB,CA-PA-00000081,2025-01-01,2117629.23,4678110.89,45.27,242474.36,2022-06-12,STANDARD
RF-RZ9IDRTOAMAE,CA-PA-00000081,2025-04-01,2062276.92,4678110.89,44.08,202837.37,2024-02-19,INFORMAL
RF-PJUYLUIRKLPZ,CA-NY-00000082,2024-01-01,3367983.4,4336885.13,77.66,253777.78,2021-08-06,INFORMAL
RF-JUF5T5PA4LPN,CA-NY-00000082,2024-04-01,3402157.7,4336885.13,78.45,300690.0,2022-03-26,INFORMAL
RF-MVP5VGHAXA4S,CA-NY-00000082,2024-07-01,3413358.55,4336885.13,78.71,160857.19,2022-10-14,STANDARD
RF-PPAWZBJK2TB3,CA-NY-00000082,2024-10-01,3399627.73,4336885.13,78.39,201228.17,2022-07-30,STANDARD
RF-2VUKJ0A8YHZX,CA-NY-00000082,2025-01-01,3405461.47,4336885.13,78.52,196327.36,2022-11-04,INFORMAL
RF-CX135FH0IDW2,CA-NY-00000082,2025-04-01,3411958.49,4336885.13,78.67,213075.49,2024-01-08,STANDARD
RF-MJ1UCZ0B6V5D,CA-CA-00000083,2024-01-01,1295616.1,2140402.9,60.53,160207.83,,STANDARD
RF-WK27L8FWR9R0,CA-CA-00000083,2024-04-01,1258834.94,2140402.9,58.81,100238.48,2021-01-18,INFORMAL
RF-U7VMHVD28WHA,CA-CA-00000083,2024-07-01,1318593.4,2140402.9,61.6,69829.31,2021-09-01,STANDARD
RF-3217GSD3DBSR,CA-CA-00000083,2024-10-01,1298572.56,2140402.9,60.67,140761.76,2021-01-28,STANDARD
RF-9UY8L4LNQUYU,CA-CA-00000083,2025-01-01,1303442.03,2140402.9,60.9,107094.88,2022-08-26,STANDARD
RF-55FB081AH637,CA-CA-00000083,2025-04-01,1353211.22,2140402.9,63.22,117844.82,2021-06-12,STANDARD
RF-6LSOAQZR7E04,CA-AZ-00000084,2024-01-01,545998.99,619879.29,88.08,38371.22,2023-06-06,INFORMAL
RF-YBOIE03HFXUS,CA-AZ-00000084,2024-04-01,525337.01,619879.29,84.75,38496.37,2023-08-24,STANDARD
RF-S7TDHDUSN9NR,CA-AZ-00000084,2024-07-01,533217.59,619879.29,86.02,26470.03,2023-04-02,INFORMAL
RF-C3V78Q36P2UU,CA-AZ-00000084,2024-10-01,553646.33,619879.29,89.32,43312.46,2022-12-15,STANDARD
RF-2J5N4XEDCB0E,CA-AZ-00000084,2025-01-01,538243.02,619879.29,86.83,40641.33,2024-03-06,STANDARD
RF-O7MIPC5SPND8,CA-AZ-00000084,2025-04-01,547769.21,619879.29,88.37,29915.27,2024-05-07,STANDARD
RF-BCCKHTY9DVNM,CA-WA-00000085,2024-01-01,586107.05,1312725.37,44.65,104450.67,2022-01-04,STANDARD
RF-CDN25SWYS2AA,CA-WA-00000085,2024-04-01,603311.36,1312725.37,45.96,104468.01,2023-09-08,STANDARD
RF-BNIVM05TYCAW,CA-WA-00000085,2024-07-01,571030.11,1312725.37,43.5,52344.36,2021-11-24,STANDARD
RF-A2Y0QGSV74EB,CA-WA-00000085,2024-10-01,581518.62,1312725.37,44.3,66494.14,2023-05-11,INFORMAL
RF-RKDFY7PK87QX,CA-WA-00000085,2025-01-01,595718.69,1312725.37,45.38,46221.03,,INFORMAL
RF-78ET82PDFYBF,CA-WA-00000085,2025-04-01,554116.27,1312725.37,42.21,77693.16,2023-10-19,INFORMAL
RF-6Q3BEFRUXBIW,CA-FL-00000086,2024-01-01,1306359.33,1735881.74,75.26,93811.33,2020-05-12,STANDARD
RF-31EQC9RGPTW9,CA-FL-00000086,2024-04-01,1328200.05,1735881.74,76.51,114974.38,2022-02-10,STANDARD
RF-RHIP6FOIJCEX,CA-FL-00000086,2024-07-01,1326588.05,1735881.74,76.42,88259.98,2021-08-31,INFORMAL
RF-9EKOVNY5UO05,CA-FL-00000086,2024-10-01,1363221.04,1735881.74,78.53,104408.97,2021-06-23,STANDARD
RF-C9YGK05D6RD4,CA-FL-00000086,2025-01-01,1337905.4,1735881.74,77.07,55328.13,2023-02-14,STANDARD
RF-JTFAE9YQO2N7,CA-FL-00000086,2025-04-01,1330407.34,1735881.74,76.64,64728.7,2024-05-28,INFORMAL
RF-CSF4Y2D6SYNJ,CA-WA-00000087,2024-01-01,1304821.54,3122888.79,41.78,210315.12,2020-03-03,STANDARD
RF-1LNFLTINQ43D,CA-WA-00000087,2024-04-01,1272291.75,3122888.79,40.74,212010.22,2022-02-17,STANDARD
RF-APNR7ESZL9SP,CA-WA-00000087,2024-07-01,1262535.77,3122888.79,40.43,136792.32,2020-09-09,STANDARD
RF-YKNC9SSKIT71,CA-WA-00000087,2024-10-01,1218382.02,3122888.79,39.01,126440.5,2022-06-25,INFORMAL
RF-ANGPLHFR5TEG,CA-WA-00000087,2025-01-01,1210844.5,3122888.79,38.77,175284.49,2021-11-02,STANDARD
RF-S5J0OPXW3AMT,CA-WA-00000087,2025-04-01,1166825.62,3122888.79,37.36,123702.29,2023-01-01,STANDARD
RF-Y3BYI8EQ0ZBW,CA-VA-00000088,2024-01-01,2189421.37,2456460.05,89.13,129626.04,2020-09-29,STANDARD
RF-2IDKLP7T5YFQ,CA-VA-00000088,2024-04-01,2219548.31,2456460.05,90.36,169515.13,2020-12-18,INFORMAL
RF-VH6OCR41ZOAB,CA-VA-00000088,2024-07-01,2228434.48,2456460.05,90.72,76612.65,,INFORMAL
RF-1CM6TTWXU278,CA-VA-00000088,2024-10-01,2297706.59,2456460.05,93.54,148470.05,2021-10-23,STANDARD
RF-E1504ZNBLHYN,CA-VA-00000088,2025-01-01,2263689.26,2456460.05,92.15,188684.48,2023-11-09,STANDARD
RF-2Q1SYQCAUS68,CA-VA-00000088,2025-04-01,2330358.51,2456460.05,94.87,174957.03,2024-03-19,STANDARD
RF-48KAVGXP3TCN,CA-OH-00000089,2024-01-01,967136.45,3037812.87,31.84,146200.58,2022-07-04,INFORMAL
RF-NZ063WLYKZTP,CA-OH-00000089,2024-04-01,907245.61,3037812.87,29.87,198351.56,2021-09-14,STANDARD
RF-MAMO9WOJEIN6,CA-OH-00000089,2024-07-01,1033945.01,3037812.87,34.04,192248.18,2020-09-02,STANDARD
RF-BTD8P6ROTZOI,CA-OH-00000089,2024-10-01,872967.62,3037812.87,28.74,94464.93,2021-09-14,INFORMAL
RF-A35BSV3FSVWS,CA-OH-00000089,2025-01-01,932087.37,3037812.87,30.68,154950.49,2022-04-22,INFORMAL
RF-FASS5JTUV9Y9,CA-OH-00000089,2025-04-01,937735.71,3037812.87,30.87,219979.39,2024-01-13,STANDARD
RF-7WCESCEYKBTQ,CA-TX-00000090,2024-01-01,1586331.48,3589987.72,44.19,235351.63,2023-01-07,INFORMAL
RF-OVFIO4PTTGTB,CA-TX-00000090,2024-04-01,1578548.41,3589987.72,43.97,171990.0,2022-11-22,STANDARD
RF-I7QHSZEEQZZD,CA-TX-00000090,2024-07-01,1577128.5,3589987.72,43.93,143884.03,2023-12-10,STANDARD
RF-22RPFP87LD83,CA-TX-00000090,2024-10-01,1556083.27,3589987.72,43.35,144097.77,2022-02-17,INFORMAL
RF-ETSJ32J6FDVO,CA-TX-00000090,2025-01-01,1605134.05,3589987.72,44.71,181433.33,2022-07-22,INFORMAL
RF-1MW0BG8OD16I,CA-TX-00000090,2025-04-01,1661495.63,3589987.72,46.28,238842.92,2024-09-16,STANDARD
RF-CVYY7ZM6UFWQ,CA-NC-00000091,2024-01-01,2360872.0,3854145.47,61.26,162468.6,,STANDARD
RF-6F9OQY8ZVZ8Y,CA-NC-00000091,2024-04-01,2450376.1,3854145.47,63.58,215381.46,2020-11-16,STANDARD
RF-V4S0TPQYFSHN,CA-NC-00000091,2024-07-01,2620035.09,3854145.47,67.98,229293.87,2021-12-09,STANDARD
RF-S5VYW94BDOEL,CA-NC-00000091,2024-10-01,2439850.86,3854145.47,63.3,132464.43,2021-10-21,INFORMAL
RF-5GANCGMZH6P1,CA-NC-00000091,2025-01-01,2596490.54,3854145.47,67.37,259041.94,2023-12-03,INFORMAL
RF-8Q5KJD989PDM,CA-NC-00000091,2025-04-01,2614137.75,3854145.47,67.83,250380.92,2022-08-09,INFORMAL
RF-4KRSYOPLX7NI,CA-NC-00000092,2024-01-01,2311285.27,3599548.83,64.21,151514.0,2023-03-01,INFORMAL
RF-UO83JB3WPDR4,CA-NC-00000092,2024-04-01,2382884.62,3599548.83,66.2,215103.52,2021-11-07,STANDARD
RF-J1XGQB509DVO,CA-NC-00000092,2024-07-01,2288890.09,3599548.83,63.59,201987.74,2021-02-14,INFORMAL
RF-9L6KRZC7QUWB,CA-NC-00000092,2024-10-01,2312766.66,3599548.83,64.25,185452.46,2023-05-24,STANDARD
RF-TE0HJS20JUMY,CA-NC-00000092,2025-01-01,2306749.98,3599548.83,64.08,218164.37,2024-03-03,INFORMAL
RF-4D05DQOG5QQN,CA-NC-00000092,2025-04-01,2297765.01,3599548.83,63.83,223543.45,2022-08-03,STANDARD
RF-3AH6CLUMASLJ,CA-FL-00000093,2024-01-01,2080687.94,3446401.94,60.37,182349.02,2020-07-15,INFORMAL
RF-SSX09PH0DWED,CA-FL-00000093,2024-04-01,2159508.38,3446401.94,62.66,222155.94,2021-11-18,INFORMAL
RF-XQTNXM005U5T,CA-FL-00000093,2024-07-01,2131727.45,3446401.94,61.85,154399.0,2023-04-30,INFORMAL
RF-I7CZG77414NZ,CA-FL-00000093,2024-10-01,2197403.42,3446401.94,63.76,242657.46,2023-11-25,INFORMAL
RF-OXNWK2HFXTDN,CA-FL-00000093,2025-01-01,2118669.6,3446401.94,61.47,155330.5,2022-05-17,INFORMAL
RF-64IP7HLN7EXB,CA-FL-00000093,2025-04-01,2229994.02,3446401.94,64.7,140548.33,2022-09-10,INFORMAL
RF-BX91JPT54S88,CA-TX-00000094,2024-01-01,801619.99,1723478.68,46.51,106941.02,2022-08-10,STANDARD
RF-8T3DJ3LDYTJ4,CA-TX-00000094,2024-04-01,857662.15,1723478.68,49.76,62381.86,2022-07-31,STANDARD
RF-1WB8W9NP9KY8,CA-TX-00000094,2024-07-01,874559.45,1723478.68,50.74,114979.02,2020-07-19,INFORMAL
RF-EKJY47X80C5W,CA-TX-00000094,2024-10-01,806379.24,1723478.68,46.79,106686.34,2023-06-14,STANDARD
RF-ROQ8PUR52HOP,CA-TX-00000094,2025-01-01,875720.3,1723478.68,50.81,84105.64,2023-07-11,INFORMAL
RF-0G4368JKJPSX,CA-TX-00000094,2025-04-01,838142.78,1723478.68,48.63,77715.19,,STANDARD
RF-RR078DQ999Y6,CA-NY-00000095,2024-01-01,1483124.97,4791042.73,30.96,208935.25,2023-01-19,INFORMAL
RF-IJ55JM3EXTJB,CA-NY-00000095,2024-04-01,1512884.24,4791042.73,31.58,143748.48,2021-01-29,STANDARD
RF-YR40W77GUM1K,CA-NY-00000095,2024-07-01,1463848.77,4791042.73,30.55,284431.0,,INFORMAL
RF-2B27GNYWRUS1,CA-NY-00000095,2024-10-01,1482731.51,4791042.73,30.95,194325.82,2023-10-10,STANDARD
RF-83U4B1TRYCGI,CA-NY-00000095,2025-01-01,1363475.54,4791042.73,28.46,148773.97,2022-08-17,STANDARD
RF-EDCL6DAQV7X1,CA-NY-00000095,2025-04-01,1427438.43,4791042.73,29.79,256519.81,2023-01-24,STANDARD
RF-68JXZKT0AOTW,CA-NV-00000096,2024-01-01,2236736.48,4230747.61,52.87,290822.0,2020-07-26,STANDARD
RF-QF59B8VCZ7H1,CA-NV-00000096,2024-04-01,2203354.93,4230747.61,52.08,147887.3,2022-10-30,INFORMAL
RF-JWABFVSVLUYS,CA-NV-00000096,2024-07-01,2230963.38,4230747.61,52.73,174586.97,2022-04-24,STANDARD
RF-QUAFMPBWDGUX,CA-NV-00000096,2024-10-01,2373007.96,4230747.61,56.09,296805.53,2021-04-27,INFORMAL
RF-24I74DU1O1GU,CA-NV-00000096,2025-01-01,2380742.85,4230747.61,56.27,130330.57,2023-08-20,INFORMAL
RF-J1WQTRNXTA7E,CA-NV-00000096,2025-04-01,2367066.62,4230747.61,55.95,335220.47,2021-07-24,STANDARD
RF-T8Q2CB96Q8LB,CA-CA-00000097,2024-01-01,145659.54,1870575.12,7.79,133588.58,2022-04-10,STANDARD
RF-I1CSVVGDK1LV,CA-CA-00000097,2024-04-01,167999.05,1870575.12,8.98,101849.14,2021-03-27,INFORMAL
RF-PKY20JDDSWOE,CA-CA-00000097,2024-07-01,117361.25,1870575.12,6.27,90681.13,2020-08-13,STANDARD
RF-ZP4XCP2OBZKX,CA-CA-00000097,2024-10-01,157885.75,1870575.12,8.44,66288.63,2023-07-18,STANDARD
RF-VEEDCQD3M834,CA-CA-00000097,2025-01-01,83268.18,1870575.12,4.45,75257.73,2023-10-02,STANDARD
RF-UN3C5T4Q7URU,CA-CA-00000097,2025-04-01,57044.53,1870575.12,3.05,100410.53,2021-05-04,INFORMAL
RF-QYXM4JY0E2BY,CA-WA-00000098,2024-01-01,232411.09,1578088.53,14.73,77685.76,2023-05-25,STANDARD
RF-G1MZ78UDWMGJ,CA-WA-00000098,2024-04-01,208281.86,1578088.53,13.2,117427.49,2022-05-26,STANDARD
RF-M4WK9XPKYADL,CA-WA-00000098,2024-07-01,211293.92,1578088.53,13.39,69939.97,2023-03-02,STANDARD
RF-1E8X9RSQ31AV,CA-WA-00000098,2024-10-01,199819.49,1578088.53,12.66,64135.65,2022-04-12,STANDARD
RF-RUVP6GTKG1HH,CA-WA-00000098,2025-01-01,141208.69,1578088.53,8.95,99171.63,2023-03-14,INFORMAL
RF-E5YTUFPEVF1D,CA-WA-00000098,2025-04-01,110943.08,1578088.53,7.03,53196.79,2021-04-20,INFORMAL
RF-5VGV8UU6XC12,CA-FL-00000099,2024-01-01,424014.28,2326230.99,18.23,134454.45,2020-01-16,STANDARD
RF-YA6RETAV43YA,CA-FL-00000099,2024-04-01,360809.72,2326230.99,15.51,100183.95,2021-08-16,INFORMAL
RF-Q7N78K10C02R,CA-FL-00000099,2024-07-01,317209.5,2326230.99,13.64,159287.75,2023-07-07,STANDARD
RF-E4PBY365VP0A,CA-FL-00000099,2024-10-01,398911.47,2326230.99,17.15,121160.18,,INFORMAL
RF-WNL1ZYUV2TO3,CA-FL-00000099,2025-01-01,465363.32,2326230.99,20.01,107689.05,2024-04-24,STANDARD
RF-9FAHHGZFMNTZ,CA-FL-00000099,2025-04-01,371183.4,2326230.99,15.96,133349.29,2021-10-12,STANDARD
RF-WPKTZZ8DE2DX,CA-FL-00000100,2024-01-01,514295.55,1035119.95,49.68,35989.51,2023-03-18,INFORMAL
RF-PT37I4N8ELVG,CA-FL-00000100,2024-04-01,508384.2,1035119.95,49.11,49509.17,2022-09-14,INFORMAL
RF-UAC7GNVBQI04,CA-FL-00000100,2024-07-01,521084.6,1035119.95,50.34,74301.92,2021-05-20,STANDARD
RF-I7PWVT8JIFE8,CA-FL-00000100,2024-10-01,499201.89,1035119.95,48.23,32655.6,2023-11-15,STANDARD
RF-YU0DPUJIFAYF,CA-FL-00000100,2025-01-01,504755.31,1035119.95,48.76,34523.12,2022-08-04,STANDARD
RF-B6GXZ65XXCY9,CA-FL-00000100,2025-04-01,502493.14,1035119.95,48.54,78071.4,2021-08-19,STANDARD
RF-3NVEWLUJKJQX,CA-TX-00000101,2024-01-01,2093906.53,3298998.37,63.47,151037.71,2023-01-10,INFORMAL
RF-2JTYA4SEKW3C,CA-TX-00000101,2024-04-01,2049353.46,3298998.37,62.12,137002.04,2022-04-25,INFORMAL
RF-GO09VKG9AR1B,CA-TX-00000101,2024-07-01,2033809.3,3298998.37,61.65,212624.95,2022-07-07,STANDARD
RF-18POQNV33ACI,CA-TX-00000101,2024-10-01,2110952.5,3298998.37,63.99,216343.27,2022-01-12,STANDARD
RF-0Y56X6FEG7MB,CA-TX-00000101,2025-01-01,2053138.65,3298998.37,62.24,167327.5,2023-11-11,INFORMAL
RF-PD5LLK8X8I6F,CA-TX-00000101,2025-04-01,2112189.85,3298998.37,64.03,167647.05,2024-09-24,STANDARD
RF-ZRJ5BKM4Z4YV,CA-TX-00000102,2024-01-01,672201.9,1638740.81,41.02,69290.28,2021-12-21,INFORMAL
RF-7790BBG69T8Z,CA-TX-00000102,2024-04-01,652261.77,1638740.81,39.8,105522.71,,STANDARD
RF-5OHJNV02NH83,CA-TX-00000102,2024-07-01,635061.74,1638740.81,38.75,96819.71,2022-03-31,INFORMAL
RF-7C3HXKYBY4TZ,CA-TX-00000102,2024-10-01,650862.32,1638740.81,39.72,82389.44,2024-02-05,STANDARD
RF-DD4L3OQOLFX6,CA-TX-00000102,2025-01-01,660017.34,1638740.81,40.28,63332.53,2023-11-16,INFORMAL
RF-4MKDYVKLDNDW,CA-TX-00000102,2025-04-01,634639.86,1638740.81,38.73,95274.76,2024-04-16,STANDARD
RF-1DUBVJXJOYYO,CA-TX-00000103,2024-01-01,1040535.78,1526686.57,68.16,67344.63,,STANDARD
RF-A1R6WC5FLPGD,CA-TX-00000103,2024-04-01,1052292.55,1526686.57,68.93,63915.66,2021-04-16,INFORMAL
RF-9I4GWHA2I50R,CA-TX-00000103,2024-07-01,1075800.98,1526686.57,70.47,121856.53,2020-12-22,INFORMAL
RF-WEBOH2X42OVS,CA-TX-00000103,2024-10-01,1074939.45,1526686.57,70.41,119435.82,2022-02-02,INFORMAL
RF-OWGQ7QHYHX5K,CA-TX-00000103,2025-01-01,1090722.51,1526686.57,71.44,45870.94,,INFORMAL
RF-G8HYNH9U6LEN,CA-TX-00000103,2025-04-01,1102408.26,1526686.57,72.21,102130.35,2024-07-26,STANDARD
RF-BSY9RMFFHL5S,CA-CO-00000104,2024-01-01,2549677.24,3343814.23,76.25,115427.55,2022-09-10,STANDARD
RF-S5C0GPPR8TIU,CA-CO-00000104,2024-04-01,2590990.09,3343814.23,77.49,109380.93,2021-07-02,STANDARD
RF-WMML00NZ8JOZ,CA-CO-00000104,2024-07-01,2583197.63,3343814.23,77.25,204947.82,2023-05-12,INFORMAL
RF-N5DED3EN6ZPD,CA-CO-00000104,2024-10-01,2494255.13,3343814.23,74.59,142367.31,2022-02-17,STANDARD
RF-PMI145U0FLMB,CA-CO-00000104,2025-01-01,2559599.84,3343814.23,76.55,204849.62,2023-02-03,INFORMAL
RF-DC8U4OIFMJGE,CA-CO-00000104,2025-04-01,2612862.52,3343814.23,78.14,113418.66,2022-10-20,INFORMAL
RF-J8GA2BGLLDO7,CA-NV-00000105,2024-01-01,319677.7,566969.74,56.38,17033.98,2021-09-15,STANDARD
RF-5VVG97U5TZRW,CA-NV-00000105,2024-04-01,329861.8,566969.74,58.18,21375.58,2023-05-08,INFORMAL
RF-U0OK4FAZ2RZS,CA-NV-00000105,2024-07-01,329476.35,566969.74,58.11,30943.41,2023-01-31,INFORMAL
RF-RBJQDT1WNVO5,CA-NV-00000105,2024-10-01,319563.98,566969.74,56.36,32320.55,2024-01-05,INFORMAL
RF-TEDCB3DHW7IS,CA-NV-00000105,2025-01-01,336325.05,566969.74,59.32,37647.45,2023-03-16,STANDARD
RF-UMDP4EF5YNKI,CA-NV-00000105,2025-04-01,327179.32,566969.74,57.71,39700.5,2024-03-08,INFORMAL
RF-6KZSZTGX9TPY,CA-NY-00000106,2024-01-01,1063050.27,1634585.21,65.03,50323.16,2023-03-14,INFORMAL
RF-22SRXPHR341P,CA-NY-00000106,2024-04-01,1077212.31,1634585.21,65.9,66381.74,2022-12-02,STANDARD
RF-J3SM313OC4GN,CA-NY-00000106,2024-07-01,1081649.22,1634585.21,66.17,96800.21,2021-02-12,STANDARD
RF-R44DJDNZHNRG,CA-NY-00000106,2024-10-01,1101883.58,1634585.21,67.41,67568.71,2023-06-19,INFORMAL
