unit_id,caid,unit_number,unit_type,square_footage,bedrooms,occupancy_status,parcel_id
U-LBQ45AD1YED0,CA-CA-00000185,123,SINGLE_FAMILY,1399.0,3,VACANT,97-5616-266
U-3WN0XJ1H1R10,CA-CA-00000185,124,TOWNHOME,1116.0,3,OWNER_OCCUPIED,87-8842-669
U-NNRDYKE08H4M,CA-CA-00000185,125,TOWNHOME,1160.0,2,RENTED,33-5939-831
U-ORXVNPTPH2K6,CA-CA-00000185,126,SINGLE_FAMILY,1623.0,4,RENTED,99-2336-666
U-4TCCMOH6YJ44,CA-CA-00000185,127,TOWNHOME,942.0,4,RENTED,22-6246-158
U-UJ0Z3MI6Q46V,CA-CA-00000185,128,SINGLE_FAMILY,2544.0,1,RENTED,85-2207-262
U-858GUZRANBCG,CA-CA-00000185,129,TOWNHOME,1505.0,2,OWNER_OCCUPIED,15-1745-969
U-8CKBNV1E1AQ0,CA-CA-00000185,130,TOWNHOME,1234.0,3,RENTED,21-7881-101
U-MWTB621AR8FX,CA-CA-00000185,131,TOWNHOME,1353.0,3,OWNER_OCCUPIED,83-9300-583
U-7DMUZ0TTNH7J,CA-CA-00000185,132,SINGLE_FAMILY,3009.0,3,RENTED,28-4423-969
U-CR6EKQ1NDV86,CA-CA-00000185,133,TOWNHOME,1007.0,2,VACANT,29-6488-425
U-PY03BP85NJU1,CA-CA-00000185,134,SINGLE_FAMILY,2750.0,2,OWNER_OCCUPIED,42-8481-938
U-B04V6U4VUNGT,CA-CA-00000185,135,SINGLE_FAMILY,2348.0,4,RENTED,61-3832-390
U-OXTP2NFFMQFE,CA-CA-00000185,136,TOWNHOME,2429.0,3,OWNER_OCCUPIED,60-3901-525
U-3XD9BCUX04N3,CA-CA-00000185,137,TOWNHOME,1395.0,2,OWNER_OCCUPIED,40-4322-513
U-L3HWRM1XL1XS,CA-CA-00000186,100,TOWNHOME,2499.0,3,OWNER_OCCUPIED,29-8344-207
U-OL43X4ELFM2J,CA-CA-00000186,101,SINGLE_FAMILY,1265.0,1,OWNER_OCCUPIED,26-2312-932
U-I8GLCYFNMDB6,CA-CA-00000186,102,TOWNHOME,3119.0,3,RENTED,36-2626-397
U-EEL9MGXIUUT2,CA-CA-00000186,103,SINGLE_FAMILY,2022.0,4,OWNER_OCCUPIED,56-8310-179
U-PCWFBC7MA5PQ,CA-CA-00000186,104,TOWNHOME,,2,OWNER_OCCUPIED,33-1222-982
U-2H5Z9WAHJNZU,CA-CA-00000186,105,SINGLE_FAMILY,1405.0,1,OWNER_OCCUPIED,82-3495-337
U-8984RP21BP6N,CA-CA-00000186,106,SINGLE_FAMILY,1793.0,3,OWNER_OCCUPIED,49-1071-753
U-SVEGFBG59ZWH,CA-CA-00000186,107,TOWNHOME,2014.0,4,OWNER_OCCUPIED,61-7683-682
U-VTKY8ED6NWDO,CA-CA-00000186,108,SINGLE_FAMILY,2465.0,4,RENTED,60-6946-884
U-COQZZDRC9R8L,CA-CA-00000186,109,SINGLE_FAMILY,2957.0,3,OWNER_OCCUPIED,25-8075-374
U-TZPP2Y3NVTVQ,CA-CA-00000186,110,TOWNHOME,2314.0,3,OWNER_OCCUPIED,97-9520-862
U-I3LV1RHD13AC,CA-CA-00000186,111,SINGLE_FAMILY,1100.0,3,OWNER_OCCUPIED,72-2932-456
U-DLVKWFI0UD0O,CA-CA-00000186,112,SINGLE_FAMILY,1587.0,3,OWNER_OCCUPIED,56-8073-666
U-3EIU0689A92W,CA-CA-00000186,113,SINGLE_FAMILY,1255.0,2,OWNER_OCCUPIED,66-4752-411
U-INTMYHNZMZCF,CA-CA-00000186,114,SINGLE_FAMILY,2336.0,3,VACANT,11-9856-433
U-D9GVUD1MG6ZA,CA-CA-00000186,115,SINGLE_FAMILY,876.0,3,RENTED,32-5326-184
U-7W6X24BR0VOQ,CA-CA-00000186,116,TOWNHOME,1850.0,4,OWNER_OCCUPIED,57-5679-779
U-6M35A3531QOL,CA-CA-00000186,117,SINGLE_FAMILY,1145.0,2,OWNER_OCCUPIED,97-3106-555
U-7YA0FBVUMD4W,CA-CA-00000186,118,TOWNHOME,,2,OWNER_OCCUPIED,16-1551-224
U-TRJY9OHN4GOC,CA-CA-00000186,119,SINGLE_FAMILY,2656.0,4,OWNER_OCCUPIED,33-1510-232
U-XP6PNOCXJR0T,CA-CA-00000186,120,TOWNHOME,1511.0,3,RENTED,55-5371-705
U-36FBD96SKCQQ,CA-CA-00000186,121,TOWNHOME,,3,OWNER_OCCUPIED,90-3467-727
U-OX70YJ9AE0W9,CA-CA-00000186,122,SINGLE_FAMILY,1274.0,2,OWNER_OCCUPIED,13-6730-675
U-CFY1TCZGZD6E,CA-CA-00000186,123,TOWNHOME,3077.0,2,OWNER_OCCUPIED,70-2353-182
U-P7KQXP0FEI6Q,CA-CA-00000186,124,SINGLE_FAMILY,999.0,4,OWNER_OCCUPIED,87-6895-211
U-BLSB6V27AID8,CA-CA-00000186,125,TOWNHOME,1551.0,5,RENTED,51-6202-927
U-KTXDQXG5SC40,CA-CA-00000186,126,SINGLE_FAMILY,1785.0,2,RENTED,86-4530-572
U-FH1EBOHOKVC3,CA-CA-00000186,127,SINGLE_FAMILY,,1,OWNER_OCCUPIED,63-7090-904
U-WDKJQG6YZJJ5,CA-CA-00000186,128,TOWNHOME,1713.0,3,OWNER_OCCUPIED,27-4394-398
U-ORMSUE8269SS,CA-CA-00000186,129,TOWNHOME,1183.0,3,OWNER_OCCUPIED,55-4473-559
U-TS0DCF1EH1FP,CA-CA-00000186,130,TOWNHOME,2148.0,3,OWNER_OCCUPIED,57-8260-212
U-ZX9YTAQ1RKEF,CA-CA-00000186,131,TOWNHOME,754.0,2,OWNER_OCCUPIED,13-1124-712
U-BO7CUHW5IHC2,CA-CA-00000186,132,SINGLE_FAMILY,1837.0,4,OWNER_OCCUPIED,51-4515-516
U-WAC4N05IZ5O0,CA-CA-00000186,133,SINGLE_FAMILY,2240.0,5,RENTED,65-5520-987
U-NT8ZPKATJI70,CA-CA-00000186,134,TOWNHOME,895.0,5,RENTED,34-1587-635
U-ZCFESCM9CV3O,CA-CA-00000186,135,TOWNHOME,2304.0,2,OWNER_OCCUPIED,98-4743-852
U-Q1KBK15AUH6D,CA-CA-00000186,136,SINGLE_FAMILY,1063.0,2,OWNER_OCCUPIED,61-3689-628
U-TM8NBXAURTS3,CA-CA-00000186,137,TOWNHOME,2339.0,1,OWNER_OCCUPIED,78-4559-610
U-FKWAAXTKXA40,CA-CA-00000186,138,TOWNHOME,1071.0,3,OWNER_OCCUPIED,64-5460-933
U-QLKT3VBEL9Z4,CA-CA-00000186,139,SINGLE_FAMILY,712.0,3,OWNER_OCCUPIED,37-1015-418
U-3QF23HTLNEB7,CA-CA-00000186,140,TOWNHOME,1398.0,2,OWNER_OCCUPIED,87-6085-229
U-ZJ3EJDMBGQLH,CA-CA-00000186,141,TOWNHOME,2260.0,2,OWNER_OCCUPIED,
U-VFI23N7ZLLXG,CA-CA-00000186,142,TOWNHOME,1229.0,3,VACANT,52-1610-834
U-ZONBE7NR569E,CA-CA-00000186,143,SINGLE_FAMILY,2922.0,5,RENTED,72-2780-933
U-C5XZXZ4OB7AK,CA-CA-00000186,144,SINGLE_FAMILY,1911.0,3,OWNER_OCCUPIED,51-9678-295
U-73I6Q6X19GD5,CA-CA-00000186,145,TOWNHOME,1905.0,1,RENTED,13-5888-861
U-39P5A14MFXET,CA-CA-00000186,146,TOWNHOME,2111.0,3,OWNER_OCCUPIED,28-4272-724
U-UGALT39D7YFI,CA-CA-00000186,147,SINGLE_FAMILY,2167.0,3,RENTED,17-8734-384
U-KGMARFVB7ZPW,CA-CA-00000186,148,SINGLE_FAMILY,2817.0,2,OWNER_OCCUPIED,87-3795-676
U-2DWTYF30CLFD,CA-CA-00000186,149,TOWNHOME,1432.0,1,OWNER_OCCUPIED,78-4404-990
U-WK5P6OP1EUF4,CA-CA-00000186,150,TOWNHOME,2095.0,2,RENTED,34-9209-634
U-V8803SC8IQ7W,CA-CA-00000186,151,TOWNHOME,696.0,3,VACANT,73-4733-641
U-BNVFOLP62IO1,CA-CA-00000186,152,TOWNHOME,1828.0,3,OWNER_OCCUPIED,58-3279-873
U-9AAT5A5UTUD3,CA-CA-00000186,153,TOWNHOME,2112.0,3,OWNER_OCCUPIED,23-8015-706
U-PV8AETGZJ0Z1,CA-CA-00000186,154,TOWNHOME,937.0,3,RENTED,66-9301-235
U-UW8LZ1D23872,CA-CA-00000186,155,TOWNHOME,2527.0,4,RENTED,33-4454-630
U-29DJ431ZFQ6N,CA-CA-00000186,156,TOWNHOME,2457.0,3,OWNER_OCCUPIED,77-2341-949
U-NSK0VP0QWKT9,CA-CA-00000186,157,TOWNHOME,860.0,2,RENTED,64-6731-820
U-410G2L027BMA,CA-CA-00000186,158,SINGLE_FAMILY,2958.0,4,OWNER_OCCUPIED,67-1255-199
U-EJGBIS8S2QML,CA-CA-00000186,159,SINGLE_FAMILY,2493.0,3,OWNER_OCCUPIED,39-2298-710
U-PS6L9Q81UHPB,CA-CA-00000187,5E,CONDO_UNIT,1641.0,3,OWNER_OCCUPIED,97-6917-351
U-4X3AHQJ1WR0A,CA-CA-00000187,14D,CONDO_UNIT,1787.0,2,OWNER_OCCUPIED,
U-MW7PVQKLV1WK,CA-CA-00000187,36F,CONDO_UNIT,2261.0,3,OWNER_OCCUPIED,13-9800-598
U-K7JKPX4G164B,CA-CA-00000187,23G,CONDO_UNIT,1955.0,2,OWNER_OCCUPIED,94-5694-878
U-T7Z8WC8L7WP0,CA-CA-00000187,29C,CONDO_UNIT,1351.0,2,RENTED,75-7903-152
U-6WYTWDVHA64B,CA-CA-00000187,16D,CONDO_UNIT,1612.0,1,RENTED,41-1626-688
U-REXV0220F0CN,CA-CA-00000187,23B,CONDO_UNIT,1520.0,5,OWNER_OCCUPIED,68-5690-215
U-2412SW51AQH1,CA-CA-00000187,36B,CONDO_UNIT,3112.0,5,OWNER_OCCUPIED,63-4024-949
U-TNDV9MMLSLGF,CA-CA-00000187,18D,CONDO_UNIT,2908.0,1,OWNER_OCCUPIED,21-4811-661
U-JFVTPA7CJ146,CA-CA-00000187,19B,CONDO_UNIT,2051.0,3,VACANT,93-1780-716
U-752B620C4UZT,CA-CA-00000187,10G,CONDO_UNIT,1266.0,3,RENTED,
U-E5EN7N8VZBM8,CA-CA-00000187,26A,CONDO_UNIT,1848.0,4,OWNER_OCCUPIED,20-8268-125
U-5FL8E3MCTVSP,CA-CA-00000187,7C,CONDO_UNIT,2537.0,3,OWNER_OCCUPIED,75-3710-819
U-PL1YH0HA3880,CA-CA-00000187,23A,CONDO_UNIT,,3,OWNER_OCCUPIED,43-4518-770
U-SA02IAISJ289,CA-CA-00000187,1C,CONDO_UNIT,2239.0,1,OWNER_OCCUPIED,48-1320-228
U-CGV3EFS9IOBM,CA-CA-00000187,33A,CONDO_UNIT,1548.0,1,VACANT,37-8150-588
U-HLWP6O4I8OEG,CA-CA-00000187,6C,CONDO_UNIT,,2,RENTED,38-8110-241
U-WGTCNLAJ3JR0,CA-CA-00000187,27A,CONDO_UNIT,2338.0,4,OWNER_OCCUPIED,67-3847-704
U-KVITZLGP4DXK,CA-CA-00000187,20E,CONDO_UNIT,2534.0,5,OWNER_OCCUPIED,
U-1AD511NCFEVK,CA-CA-00000187,28B,CONDO_UNIT,1662.0,3,RENTED,88-8290-248
U-45342IP8673S,CA-CA-00000187,14G,CONDO_UNIT,2765.0,2,OWNER_OCCUPIED,48-7671-532
U-9HQC82JDRGRD,CA-CA-00000187,34A,CONDO_UNIT,1238.0,3,OWNER_OCCUPIED,56-5744-308
U-KHZPGV4KSTU2,CA-CA-00000187,19A,CONDO_UNIT,2356.0,2,VACANT,99-3170-643
U-FPE19DJRY6Q3,CA-CA-00000187,12D,CONDO_UNIT,1716.0,2,OWNER_OCCUPIED,25-3206-535
U-U3OMAHGXBEZH,CA-CA-00000187,3D,CONDO_UNIT,1452.0,1,OWNER_OCCUPIED,42-6325-282
U-2UFRV8O99PWH,CA-CA-00000187,32A,CONDO_UNIT,2647.0,4,OWNER_OCCUPIED,78-7829-159
U-1DVWM96EJPAG,CA-CA-00000187,14B,CONDO_UNIT,2395.0,4,RENTED,35-7047-304
U-2ZZM58OQKXXK,CA-CA-00000187,10C,CONDO_UNIT,787.0,4,OWNER_OCCUPIED,71-2206-838
U-4K61V0QI54TU,CA-CA-00000187,26H,CONDO_UNIT,2921.0,2,OWNER_OCCUPIED,
U-DWU55I5AFTT8,CA-CA-00000187,2F,CONDO_UNIT,,4,VACANT,
U-IVXSPGWWP6RU,CA-CA-00000187,19H,CONDO_UNIT,2269.0,3,RENTED,28-8301-801
U-3QRWE80M7Q6P,CA-CA-00000187,40H,CONDO_UNIT,709.0,1,OWNER_OCCUPIED,40-3158-650
U-K8X6F4T1PINC,CA-CA-00000187,40A,CONDO_UNIT,3145.0,4,VACANT,65-9926-835
U-AZBB408ES8Q0,CA-CA-00000187,36H,CONDO_UNIT,1552.0,4,OWNER_OCCUPIED,98-9447-738
U-Z6ZDKCZHLM2L,CA-CA-00000187,2G,CONDO_UNIT,3091.0,3,OWNER_OCCUPIED,28-4101-657
U-M50RINICCUHB,CA-CA-00000187,30E,CONDO_UNIT,3187.0,5,RENTED,97-5481-715
U-EY6A19YEFMMI,CA-CA-00000187,5H,CONDO_UNIT,1659.0,3,RENTED,26-6397-486
U-IB47UPWEXZ02,CA-CA-00000187,23B,CONDO_UNIT,964.0,4,RENTED,53-6540-398
U-1FYOSVOF9EO9,CA-CA-00000187,26C,CONDO_UNIT,3117.0,5,OWNER_OCCUPIED,23-1541-534
U-F5QGIZQMUH3S,CA-CA-00000187,18H,CONDO_UNIT,1140.0,2,RENTED,98-4952-960
U-91ZUMI7R3Y54,CA-CA-00000187,4C,CONDO_UNIT,1353.0,3,OWNER_OCCUPIED,61-6861-881
U-BKVZ8G7QVSDJ,CA-CA-00000187,22E,CONDO_UNIT,2334.0,4,OWNER_OCCUPIED,55-6083-333
U-QL08T3R7OG7R,CA-CA-00000187,24G,CONDO_UNIT,995.0,3,RENTED,41-5204-885
U-YPJDL18WY988,CA-CA-00000187,17D,CONDO_UNIT,840.0,2,RENTED,29-2353-957
U-F7BYX32AWOC9,CA-CA-00000187,34H,CONDO_UNIT,,2,OWNER_OCCUPIED,47-8624-611
U-7VDC2R5D24ZZ,CA-CA-00000187,25C,CONDO_UNIT,1958.0,2,OWNER_OCCUPIED,63-8601-493
U-RUA6F2NP66BU,CA-CA-00000187,1G,CONDO_UNIT,2283.0,1,RENTED,32-3129-208
U-9J5N2KEVZ6C9,CA-CA-00000187,7F,CONDO_UNIT,1419.0,4,OWNER_OCCUPIED,37-9667-338
U-TFBN2OTMNQ8K,CA-CA-00000187,29C,CONDO_UNIT,,2,OWNER_OCCUPIED,18-4454-968
U-S9L8978VXP59,CA-CA-00000187,25C,CONDO_UNIT,2293.0,2,RENTED,72-6941-957
U-CH9UZE3SYDUK,CA-CA-00000187,37C,CONDO_UNIT,2298.0,3,RENTED,88-5614-884
U-EOY5I8X6NK9E,CA-CA-00000187,29H,CONDO_UNIT,1689.0,2,OWNER_OCCUPIED,91-2056-446
U-ZRT5Q58ZMF15,CA-CA-00000187,17G,CONDO_UNIT,,2,RENTED,38-2186-715
U-3X14F5LCNENJ,CA-CA-00000187,27C,CONDO_UNIT,1755.0,4,OWNER_OCCUPIED,57-7433-218
U-YZM61L8Z58B7,CA-CA-00000187,33H,CONDO_UNIT,1278.0,2,OWNER_OCCUPIED,33-8201-278
U-SSC5APLN5519,CA-CA-00000187,28E,CONDO_UNIT,2415.0,2,OWNER_OCCUPIED,31-9439-323
U-ECNHNHNVGKHO,CA-CA-00000187,11G,CONDO_UNIT,759.0,1,OWNER_OCCUPIED,51-7926-141
U-U7AGYPQ7KA11,CA-CA-00000187,6B,CONDO_UNIT,1583.0,3,OWNER_OCCUPIED,99-2439-892
U-4ZW4TCF6BFDK,CA-CA-00000187,1E,CONDO_UNIT,2642.0,2,OWNER_OCCUPIED,63-8133-954
U-7I1L7VMCUJPA,CA-CA-00000187,13C,CONDO_UNIT,1404.0,2,RENTED,38-8118-720
U-1V03SDZ3559T,CA-CA-00000188,100,TOWNHOME,2125.0,4,OWNER_OCCUPIED,27-3328-217
U-HXQ28CZRB1OO,CA-CA-00000188,101,TOWNHOME,965.0,3,RENTED,90-6819-930
U-BND1ZLCFBQBR,CA-CA-00000188,102,SINGLE_FAMILY,2588.0,4,OWNER_OCCUPIED,21-1480-912
U-69Z1ETFCO9VB,CA-CA-00000188,103,TOWNHOME,1711.0,3,OWNER_OCCUPIED,87-8685-676
U-KEUNIZL7K7SX,CA-CA-00000188,104,SINGLE_FAMILY,,3,OWNER_OCCUPIED,45-3772-374
U-WIIW4ITO3FGU,CA-CA-00000188,105,TOWNHOME,2348.0,3,RENTED,23-8440-964
U-UT1287GSNYHX,CA-CA-00000188,106,SINGLE_FAMILY,697.0,3,OWNER_OCCUPIED,40-1335-678
U-EB8WZWW06VJI,CA-CA-00000188,107,TOWNHOME,871.0,1,RENTED,36-6857-861
U-3GC4ZRE0XGMT,CA-CA-00000188,108,TOWNHOME,1553.0,2,OWNER_OCCUPIED,38-4286-145
U-I24DB1SN276J,CA-CA-00000188,109,TOWNHOME,2554.0,3,OWNER_OCCUPIED,73-7698-997
U-RS1FXIJZRH9H,CA-CA-00000188,110,TOWNHOME,,4,OWNER_OCCUPIED,83-4064-932
U-GZ4TYXPV5GXW,CA-CA-00000188,111,TOWNHOME,1260.0,2,OWNER_OCCUPIED,97-1093-989
U-3337QC1XXZJC,CA-CA-00000188,112,SINGLE_FAMILY,1245.0,4,RENTED,57-7547-627
U-5H1LSKB2EO9V,CA-CA-00000188,113,SINGLE_FAMILY,693.0,4,OWNER_OCCUPIED,14-5889-667
U-HLOWOBNHIQLT,CA-CA-00000188,114,TOWNHOME,2996.0,5,VACANT,81-4478-790
U-DOZF5UL1NAM7,CA-CA-00000188,115,SINGLE_FAMILY,1905.0,2,OWNER_OCCUPIED,88-9243-383
U-VI91CDD1HUOS,CA-CA-00000188,116,SINGLE_FAMILY,,5,OWNER_OCCUPIED,50-3099-580
U-QXEODFWSZEJE,CA-CA-00000188,117,TOWNHOME,2781.0,2,OWNER_OCCUPIED,45-3929-203
U-JZ3MHKWYZ3J5,CA-CA-00000188,118,TOWNHOME,2733.0,2,OWNER_OCCUPIED,64-5149-931
U-N2DKXPY6PDL8,CA-CA-00000188,119,SINGLE_FAMILY,859.0,2,OWNER_OCCUPIED,49-6296-501
U-6MV7V5642RFU,CA-CA-00000188,120,SINGLE_FAMILY,2436.0,2,RENTED,34-6094-306
U-T6GUTGJGTLUQ,CA-CA-00000188,121,TOWNHOME,1105.0,2,OWNER_OCCUPIED,97-5348-960
U-34JXO5N924AV,CA-CA-00000188,122,TOWNHOME,1860.0,3,OWNER_OCCUPIED,86-3497-648
U-7PI96XE75KWV,CA-CA-00000188,123,SINGLE_FAMILY,1377.0,3,OWNER_OCCUPIED,72-1669-451
U-2A2UPLEHG2WV,CA-CA-00000188,124,SINGLE_FAMILY,2379.0,2,OWNER_OCCUPIED,58-4919-590
U-7WJND59353MN,CA-CA-00000188,125,SINGLE_FAMILY,,2,OWNER_OCCUPIED,98-9221-925
U-2OIYJ5ZFM4NJ,CA-CA-00000188,126,SINGLE_FAMILY,948.0,2,OWNER_OCCUPIED,68-3566-705
U-5SYOHDA1MSBF,CA-CA-00000188,127,SINGLE_FAMILY,2135.0,2,OWNER_OCCUPIED,90-4211-765
U-HYNQLTAA2OE8,CA-CA-00000188,128,SINGLE_FAMILY,1609.0,3,OWNER_OCCUPIED,21-9302-922
U-N8GJSTTFBW46,CA-CA-00000188,129,SINGLE_FAMILY,2816.0,3,OWNER_OCCUPIED,77-6322-581
U-LSURJ58A4IQZ,CA-CA-00000188,130,TOWNHOME,2184.0,4,RENTED,10-1621-732
U-8W4CNE1D3B7F,CA-CA-00000188,131,SINGLE_FAMILY,2085.0,3,OWNER_OCCUPIED,41-6812-958
U-FQZMWAFDB5OP,CA-CA-00000188,132,TOWNHOME,2143.0,3,OWNER_OCCUPIED,42-2774-475
U-85ZQOJUPHEZU,CA-CA-00000188,133,TOWNHOME,2773.0,3,OWNER_OCCUPIED,
U-5XN4UNSKTHBA,CA-CA-00000188,134,SINGLE_FAMILY,1870.0,2,OWNER_OCCUPIED,88-3769-933
U-PGFFH2SLAGYD,CA-CA-00000188,135,SINGLE_FAMILY,1626.0,3,OWNER_OCCUPIED,42-7839-563
U-1MSP41J7CRQ3,CA-CA-00000188,136,SINGLE_FAMILY,2896.0,5,OWNER_OCCUPIED,94-4127-982
U-5ZXDDP1I2G6M,CA-CA-00000188,137,TOWNHOME,,4,OWNER_OCCUPIED,63-3608-775
U-CFY6TV6MZAUP,CA-CA-00000188,138,SINGLE_FAMILY,2650.0,5,RENTED,15-3070-468
U-0DSWZBFVPIJA,CA-CA-00000188,139,TOWNHOME,756.0,2,OWNER_OCCUPIED,10-1538-837
U-8VMHIYQ8UYFR,CA-CA-00000188,140,SINGLE_FAMILY,1379.0,2,OWNER_OCCUPIED,61-4207-350
U-AVZCTA946W82,CA-CA-00000188,141,SINGLE_FAMILY,2974.0,2,VACANT,97-6604-805
U-1VDF8JDY722L,CA-TX-00000189,1A,CONDO_UNIT,2192.0,2,OWNER_OCCUPIED,85-3013-751
U-DEKG0Z5XN53V,CA-TX-00000189,20H,CONDO_UNIT,676.0,3,OWNER_OCCUPIED,65-5861-323
U-JCRF0KPG5E6P,CA-TX-00000189,39E,CONDO_UNIT,1681.0,2,OWNER_OCCUPIED,92-4136-110
U-QYYL9OMNL646,CA-TX-00000189,23F,CONDO_UNIT,1991.0,3,RENTED,47-9251-349
U-9VVJ0I0PNAV8,CA-TX-00000189,14E,CONDO_UNIT,1271.0,3,OWNER_OCCUPIED,
U-L18QXITHRSQC,CA-TX-00000189,16C,CONDO_UNIT,2138.0,3,OWNER_OCCUPIED,51-9037-922
U-GP9X4G5M280A,CA-TX-00000189,16A,CONDO_UNIT,2306.0,2,RENTED,22-4520-349
U-OCDJIF24A5R7,CA-TX-00000189,40G,CONDO_UNIT,2953.0,2,OWNER_OCCUPIED,
U-4P2HX6U68CIS,CA-TX-00000189,17E,CONDO_UNIT,1619.0,2,OWNER_OCCUPIED,67-3852-260
U-POAKYPHFV2MM,CA-TX-00000189,13D,CONDO_UNIT,1604.0,2,OWNER_OCCUPIED,50-4708-525
U-MPB0W72AS54G,CA-TX-00000189,8C,CONDO_UNIT,2212.0,3,RENTED,61-9408-191
U-THZ8CT8E7K21,CA-TX-00000189,23D,CONDO_UNIT,926.0,2,OWNER_OCCUPIED,36-2986-168
U-9WNL1XEQ6DUZ,CA-TX-00000189,5C,CONDO_UNIT,2918.0,1,OWNER_OCCUPIED,38-6871-678
U-UU1KSR95FESV,CA-TX-00000189,38B,CONDO_UNIT,798.0,2,RENTED,88-3953-277
U-0RM8JOX20QZM,CA-TX-00000189,24C,CONDO_UNIT,1309.0,3,OWNER_OCCUPIED,35-9021-314
U-I7WAKXLT2I0H,CA-TX-00000189,31A,CONDO_UNIT,2216.0,2,OWNER_OCCUPIED,53-9135-611
U-Q5WRUQLSM9CE,CA-TX-00000189,29F,CONDO_UNIT,,3,VACANT,91-3273-718
U-KRONWVMDMFUQ,CA-TX-00000189,39B,CONDO_UNIT,3173.0,1,OWNER_OCCUPIED,
U-HQ0CXJQ51W00,CA-TX-00000189,10C,CONDO_UNIT,979.0,3,OWNER_OCCUPIED,50-5946-241
U-IEFA3JEHAM9F,CA-TX-00000189,15B,CONDO_UNIT,2250.0,2,RENTED,54-6881-991
U-CI48QGPT21CK,CA-TX-00000189,31F,CONDO_UNIT,3009.0,3,VACANT,55-8817-571
U-NMKDYGNS1UH3,CA-TX-00000189,5E,CONDO_UNIT,2510.0,3,VACANT,72-2217-117
U-FNXOR303MS3X,CA-TX-00000189,28E,CONDO_UNIT,1107.0,5,VACANT,96-5821-963
U-JXRT93OFCQSQ,CA-TX-00000189,8C,CONDO_UNIT,1395.0,4,OWNER_OCCUPIED,85-1706-130
U-IY5G0RMCVGNK,CA-FL-00000190,100,TOWNHOME,1687.0,2,RENTED,52-8937-482
U-LTO90Y0PABHG,CA-FL-00000190,101,SINGLE_FAMILY,2120.0,3,OWNER_OCCUPIED,56-4829-757
U-C7W08L8CEJEM,CA-FL-00000190,102,SINGLE_FAMILY,2741.0,3,OWNER_OCCUPIED,73-2426-754
U-QB1G8F0DWABA,CA-FL-00000190,103,TOWNHOME,2551.0,5,OWNER_OCCUPIED,98-7866-741
U-XZQXQY5ROD22,CA-FL-00000190,104,SINGLE_FAMILY,2307.0,2,RENTED,48-5898-773
U-XCVHUMKCWQSD,CA-FL-00000190,105,TOWNHOME,2943.0,3,OWNER_OCCUPIED,91-5148-170
U-B939GDT9KH31,CA-FL-00000190,106,TOWNHOME,1246.0,4,OWNER_OCCUPIED,34-6933-861
U-Y6JGJU5A22NT,CA-FL-00000190,107,SINGLE_FAMILY,1953.0,2,RENTED,78-1808-377
U-GMK6SRNINKLU,CA-FL-00000190,108,TOWNHOME,1005.0,4,OWNER_OCCUPIED,41-1778-197
U-DEQNX6IVHE6C,CA-FL-00000190,109,SINGLE_FAMILY,2436.0,4,VACANT,29-2544-419
U-1H3UAFCY7DH7,CA-FL-00000190,110,TOWNHOME,2561.0,2,OWNER_OCCUPIED,69-5548-617
U-C6EYNCF7BG91,CA-FL-00000190,111,TOWNHOME,1062.0,3,OWNER_OCCUPIED,98-9575-709
U-AJ16L5PAZAQO,CA-FL-00000190,112,TOWNHOME,1605.0,4,RENTED,98-7064-420
U-1V1ZSVCQE1C6,CA-FL-00000190,113,TOWNHOME,2073.0,2,RENTED,44-6863-620
U-A4RZY0Y5BLW0,CA-FL-00000190,114,TOWNHOME,,1,OWNER_OCCUPIED,37-8721-624
U-JBF6PCT7GBGZ,CA-WA-00000191,100,SINGLE_FAMILY,2329.0,2,OWNER_OCCUPIED,
U-8VD9R5PD1AM7,CA-WA-00000191,101,SINGLE_FAMILY,3092.0,3,OWNER_OCCUPIED,63-8083-465
U-6AM2FP8W3YYR,CA-WA-00000191,102,TOWNHOME,1615.0,3,RENTED,88-4035-146
U-VBJG0BJFLCLS,CA-WA-00000191,103,TOWNHOME,1088.0,2,OWNER_OCCUPIED,29-9616-507
U-TDWT93U0OWPK,CA-WA-00000191,104,TOWNHOME,2712.0,3,OWNER_OCCUPIED,21-7572-281
U-I64IECDY7GLV,CA-WA-00000191,105,TOWNHOME,1600.0,2,RENTED,79-6723-249
U-YTFSOIA2387F,CA-WA-00000191,106,TOWNHOME,2145.0,2,OWNER_OCCUPIED,65-4855-926
U-E82NN6D7J6KV,CA-WA-00000191,107,SINGLE_FAMILY,1904.0,3,OWNER_OCCUPIED,73-6100-477
U-YHDGFRZ9B428,CA-WA-00000191,108,TOWNHOME,1293.0,2,OWNER_OCCUPIED,58-6813-843
U-XWJKGTWSNPP9,CA-WA-00000191,109,SINGLE_FAMILY,1475.0,3,RENTED,37-4172-338
U-CCXLOY0GM70B,CA-WA-00000191,110,TOWNHOME,1947.0,2,OWNER_OCCUPIED,73-6489-992
U-HK5K3HMJHWCS,CA-WA-00000191,111,TOWNHOME,2063.0,4,OWNER_OCCUPIED,57-2290-647
U-ZJJFH493G2PW,CA-WA-00000191,112,SINGLE_FAMILY,3183.0,2,OWNER_OCCUPIED,15-9414-242
U-Q12629C6JBZB,CA-WA-00000191,113,SINGLE_FAMILY,2223.0,5,RENTED,86-2712-205
U-NOC3V298ZI58,CA-WA-00000191,114,SINGLE_FAMILY,2070.0,3,RENTED,87-2829-368
